,Patient.1_CL.1,Patient.1_SC.1,Patient.10_CL.1,Patient.10_CL.2,Patient.10_SC.1,Patient.2_SC.1,Patient.3_CL.1,Patient.3_SC.1,Patient.4_CL.1,Patient.4_CL.2,Patient.4_CL.3,Patient.4_SC.1,Patient.4_SC.1.1,Patient.5_SC.1,Patient.7_CL.1,Patient.7_SC.1,Patient.7_SC.2,Patient.8_CL.1,Patient.8_CL.2,Patient.8_SC.1,Patient.8_SC.2,Patient.8_SC.3,Patient.9_CL.1,Patient.9_SC.1
VPS33A,0,1,798,0,396,2,16,3,8,27,6,0,1,0,0,57,31536,96,1333,0,4,25,1,0
C1orf52,0,0,0,0,31,0,9,674,47,0,1,0,63,0,0,0,0,225,7,0,0,0,0,77
OTUD5,183,0,0,9,75,2,101,0,2,1,2,0,1,24,0,62,47,8,19,1005,0,0,772,44
MIS12,0,0,0,0,5,0,704,0,0,0,0,0,0,1,0,0,0,0,66,87,0,0,66,0
CDK5RAP2,0,0,516,0,14,2,0,0,0,0,0,1,5,0,1,1,1,4,630,18883,1,39,0,1
HSH2D,0,0,0,0,1,13,2,0,0,356,16,0,0,162,3,0,0,0,1,0,0,0,0,0
ZNF649,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,242,0,0,2,0,0,0,0,0
CA3,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
CX3CL1,0,0,0,0,0,0,326,1,0,0,809,0,810,0,0,0,0,0,0,0,0,0,3,0
C10orf116,915,6,77,3,21,0,93,119,0,503,0,0,0,0,0,0,0,999,1654,0,94,458,0,0
LHFPL2,2,5,2,25,0,3,1424,33,17,0,6,0,0,0,3,1034,7,0,1,0,0,0,0,752
CYP2S1,0,0,0,0,0,0,0,0,1733,0,207,8,2,0,0,0,0,0,0,0,0,0,1,0
PTPLAD1,0,0,413,775,1017,0,747,173,1733,973,1412,5,112,0,0,0,1,1,798,15,6229,1,0,0
HELLS,166,2,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0
IGFBP4,65,0,0,0,195,0,2,100,1826,0,175,7,2010,21,3,0,0,0,0,0,0,0,5,0
ACTL6B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0
RNF115,0,0,1537,525,162,0,2,1,416,3,0,17,0,0,93,0,1,2,288,0,0,1,0,0
WDR45L,0,0,197,0,282,0,156,90,0,3,1,0,0,0,1,0,0,1345,1128,6,1141,6021,0,0
TUSC3,0,0,0,0,150,0,80,0,2717,1455,5977,9,2,1,0,0,0,25,201,0,0,1,0,1
METTL18,0,0,0,0,0,0,4,68,0,0,0,0,0,0,0,0,0,81,466,6,1327,0,0,0
UBE2S,1,0,0,26,0,399,175,7,86,0,0,0,0,2,0,0,0,1,446,0,2,5882,0,0
FAM78B,0,0,0,0,0,0,0,0,0,1499,0,2,0,0,0,0,0,0,0,0,0,0,0,0
NDEL1,1,0,2,239,105,2,845,10,50,42,478,2,1,0,0,3030,0,4320,73,19,0,1,0,3953
ELF2,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,4,0,1,1,0,2,4246,21,0
C1orf27,0,0,2,576,696,0,1,0,342,0,0,0,0,0,1,584,1,17,2,0,1,15,0,0
ZNF429,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,1885,4,110,6,748,0,0,3
MAD2L1,0,0,0,0,150,0,1,0,0,0,0,2,0,0,0,0,0,0,169,1,2,5396,0,0
CCNB2,0,0,6,1015,280,0,0,0,0,0,1,3,1136,0,0,0,0,2,1349,1,3,11124,3,2
SCFD2,0,0,0,0,345,0,0,0,0,34,0,0,0,0,1,333,0,1,160,0,0,1,0,1
PFKFB1,0,0,0,0,212,0,0,0,0,0,0,0,1150,0,0,0,0,0,0,0,0,0,2,0
SGK2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,187,0,0,0,0,0,1,0,0
CLGN,0,0,0,13,208,0,0,0,0,0,0,0,0,0,0,0,0,0,240,1,0,2566,0,0
HCAR1,0,0,0,0,0,0,0,2,2,4,0,0,1,0,0,630,0,1,216,0,0,1,0,1
ALKBH3,0,0,90,1223,0,0,944,1,2092,82,0,4,1,0,0,0,0,0,1,0,333,0,0,0
NUAK1,0,0,0,0,0,0,0,0,0,0,2206,0,0,1,0,0,0,0,0,0,0,0,0,0
RAB3C,0,0,0,0,0,0,0,0,2,2344,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MAOB,25,0,6,544,0,0,2745,2,0,0,0,0,0,0,0,0,2,0,7,0,0,0,0,0
RASSF1,0,0,0,459,124,0,83,10,0,87,1,0,0,1,0,425,0,1,1036,0,0,0,0,0
LOC400027,1076,3,0,0,10,0,2,13,0,0,1,0,0,0,1,37,1,0,304,0,0,0,0,0
PPP1R14B,4366,28,98,101,12,1,1294,394,77,0,1,2,6,0,0,0,0,2551,1452,223,697,86,0,0
PSMD12,0,0,0,0,377,0,1165,379,753,1488,540,3,1088,0,0,1,0,2452,38,0,2,1651,2,0
PANK3,4483,22,0,0,135,0,85,4,1128,807,7,4,1,0,0,1,0,0,307,2,1,3823,0,1
DNMT1,0,0,6,0,128,5,1,402,0,23,0,0,281,4,0,1010,1,1,713,0,0,0,1,0
SPIN3,1,0,0,0,0,0,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
THBS3,0,0,1,56,399,0,5,22,193,1,1624,0,0,0,0,0,0,2,260,0,0,0,0,170
SLC7A7,0,0,0,0,0,165,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,0,0,0
VPS33B,0,0,2307,0,86,0,0,1,0,0,0,0,495,0,0,0,0,0,0,1,0,0,5,0
RABL2A,0,0,0,93,0,0,0,0,355,5,0,0,1,1,1,338,0,0,0,0,0,0,0,0
LOC400927,0,0,2,0,129,0,0,0,28,0,0,0,0,0,0,0,116,0,1,0,2,0,0,51
C1QTNF6,0,0,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
CST5,0,0,0,0,0,0,0,0,336,0,0,0,0,0,0,0,0,1,930,0,0,0,0,0
GSPT1,534,6,779,554,1464,2863,1927,2286,817,432,2243,5,7600,4,2,0,0,2,265,1,0,0,29,4
KRT15,0,0,1253,215,82,0,0,2,0,0,1,0,0,0,0,18,0,0,0,0,0,0,0,0
ACSF2,0,0,814,0,144,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,267,0,0
PYGL,38,3,574,1063,831,2,3,3,363,0,0,4,0,1,7,7813,329,3,1042,0,681,0,0,0
TUBG2,0,0,384,0,0,0,0,30,0,17,1341,0,173,0,0,0,0,0,12,0,0,0,0,0
USH1C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,4287,0,0
EFHA1,0,0,354,0,607,0,0,0,0,27,0,1,0,0,0,0,0,0,15,0,0,0,0,67
GGA2,4071,24,0,0,153,2,34,0,41,3946,1898,0,1067,1,1,0,3,3,332,0,0,0,4,0
LOC645431,0,0,0,0,6,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,192
ADNP2,0,0,0,32,4,0,125,3,515,0,0,2,0,1,0,0,0,0,114,0,0,0,1674,0
SUPT4H1,20,2,623,0,542,0,2,1,252,0,15,2,800,0,0,86,0,0,95,0,0,0,3,4403
RAI2,0,0,1121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PIGL,0,0,0,0,0,0,0,0,0,1319,0,0,932,1,0,0,0,0,157,0,0,1,1,0
TOP2B,0,1,94,12,1391,1,652,0,160,1729,1002,4,2219,0,3,1376,3,5402,134,3,4,3556,3759,6676
UBXN8,0,0,435,0,178,0,0,0,0,0,0,0,0,0,0,0,0,319,0,0,0,0,0,0
GTF2A1,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,136,0,0,44,0,0,0,0,0
CDC14A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,1,113,0,0,0,0,0
SLC2A8,0,0,908,0,6,0,903,255,3,8,707,0,0,0,0,0,163,1,369,4,2,205,0,0
EPS15,0,1,0,0,0,0,380,175,0,0,2,0,0,0,0,79,1,0,0,0,0,0,17,1
CAPN9,0,1,0,0,147,0,1446,0,0,0,0,0,0,0,0,0,0,1,184,0,0,0,0,0
PIK3C2B,0,0,0,0,0,0,90,0,0,0,0,0,0,29,0,0,2,1,161,1,1,5268,0,0
LEFTY1,0,0,0,2,23,0,2,2,0,0,0,0,204,0,0,345,438,3,11,0,0,0,28,7
RPL23AP7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,24,0,331
TPRG1L,2,0,392,7,22,0,0,1834,142,14,8,0,1525,0,0,0,0,0,423,260,0,142,5,278
UTP11L,0,0,0,0,24,0,101,353,0,0,0,0,0,0,0,0,0,2,96,0,0,0,2,0
IMP3,5189,37,172,3,292,0,26,0,154,9,0,0,0,0,0,0,42,221,499,1,11,6,0,0
SUMO2,8,0,177,2,274,0,836,83,72,1,106,0,12,0,0,1161,1,1,229,1,0,1,1922,50
ZNF202,0,0,0,0,0,0,1152,4,0,0,882,0,0,0,0,1,0,0,5,0,0,0,0,0
ME2,0,0,1108,0,20,1,23,0,0,0,0,0,1,0,1,1215,0,0,27,1,0,0,0,18
SNRK,0,0,0,0,237,0,0,1,14,0,284,1,1,0,0,558,0,0,28,0,0,0,0,0
XPO1,0,2,17,282,363,1,476,1,393,108,46,10,183,12002,4,2723,2,1524,745,0,2,3,409,5148
UCP2,2186,13,7360,2255,1418,18,140,1337,1321,104,773,8,2666,0,2,770,1780,11,3303,0,21,8,7,0
RNF135,0,0,0,0,287,0,0,0,43,0,1943,0,0,0,0,0,0,1,171,0,0,0,1,0
UBE2B,5499,38,24,64,353,6470,7,1455,651,1184,677,7,1611,77,2,2783,782,2,272,3,0,839,11,397
TBC1D10A,0,0,0,0,0,0,18,0,0,2,522,0,0,0,0,0,0,0,4,6,3997,1,0,0
HAUS2,2956,11,86,0,45,3,1,0,0,0,1,0,0,0,1,3,0,15,98,0,0,0,0,0
CA12,1204,22,7036,4976,2854,11,209,63,8960,1687,2042,30,2307,0,1,3,7,2,330,0,0,0,9,0
FUCA1,0,0,127,0,257,0,0,10,1363,0,0,8,0,0,0,0,0,0,17,0,0,0,0,0
NBR1,88,1,896,690,92,1,78,6,817,227,2,7,790,6,0,2251,6739,2,593,6475,31,2,7,4632
FILIP1L,0,0,0,0,0,0,2,1,0,0,0,0,0,0,11,0,0,0,0,121,0,0,0,0
ACO1,0,0,67,0,136,0,0,7,0,0,0,0,0,0,0,0,0,0,39,1,4,2,1,1106
STX1A,1,0,0,0,0,0,14,0,0,180,0,0,0,20,5,1358,6,0,127,1,1,2,0,122
CWC27,0,0,0,0,251,0,0,0,31,815,0,0,0,0,0,0,0,0,0,0,1,0,0,0
GPT2,0,0,587,0,0,0,1313,4,0,1,0,0,0,0,0,0,0,0,127,0,0,8,0,0
GALK1,259,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0
SCAF8,0,0,0,0,147,0,182,126,0,1,1,0,7,1,0,0,0,0,2,0,0,0,0,79
SDF2L1,1420,2,0,0,0,0,8,2,17,0,1,0,1,0,0,0,0,17,372,1,0,0,0,0
ADCY7,0,1,0,0,265,0,2,0,0,115,0,0,0,1,3,0,1,4,57,2,2,0,0,3808
C3orf70,0,0,0,0,224,0,0,0,0,0,0,1,0,6,147,0,0,4,356,3,0,0,1,0
CD69,2,2,0,0,0,4,3,0,0,0,18,0,0,3231,3,1,2,0,0,0,0,0,0,9
CFLAR,70,5,690,163,144,4,50,39,3,0,0,4,292,16,18,3506,25439,36,41,15902,49,46,53,822
SGSM2,0,0,0,0,185,0,445,1,454,0,1058,3,2,0,0,0,0,5252,1185,0,0,0,0,3
TPGS2,332,5,129,87,141,322,31,389,375,2657,577,0,1347,0,0,0,0,4,1058,0,1,0,3,0
MGAT3,0,0,0,0,59,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,136
HAUS5,0,0,0,2,215,0,1,0,336,0,0,0,0,0,0,0,0,1,5,2,0,0,150,0
TCP11L2,0,0,29,0,4,0,1,318,480,0,0,2,3,0,0,16,0,0,0,0,0,0,0,0
POLK,0,0,0,0,1,0,0,0,120,0,0,0,0,0,5,0,0,0,1,0,0,0,0,79
LRRC8E,124,0,740,145,3,0,0,3,1,986,0,0,0,0,0,0,0,0,1,0,1,1,1,0
CBLL1,0,0,0,0,293,0,1,0,0,0,0,0,0,52,0,0,0,0,0,2,0,0,0,0
DKK1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,375,0,0,0,0
AKR1B1,0,0,0,0,142,0,0,0,955,0,1,4,288,0,0,0,0,0,0,0,0,1166,3,0
KIAA1199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0
PREB,0,0,45,0,213,12,107,1,2029,0,1447,10,139,0,0,0,0,34088,1343,2,3,0,0,0
FUT8,0,0,0,0,117,0,0,0,0,0,31,0,0,0,0,1,0,3,305,0,0,0,0,192
IRF2,1,0,0,0,0,0,99,17,0,0,0,0,0,0,4,6,2,0,0,266,0,0,0,207
GTF2H1,0,0,0,0,216,0,4,158,76,91,0,0,704,0,0,0,0,0,0,0,0,0,5,0
SYNE1,0,2,0,0,0,0,0,0,0,0,18,0,0,0,0,461,1,0,4,0,0,0,0,9
DKFZP586I1420,1,0,63,0,5,0,3,325,84,0,0,1,51,0,1,3,0,5,37,15586,0,0,1,0
PELI3,0,0,0,0,0,0,0,0,0,1471,0,0,0,0,0,0,0,4,317,0,0,0,1,0
TMEM229B,0,0,0,0,0,0,1443,4,0,0,277,0,0,0,0,0,0,0,6,0,0,0,0,0
NLRX1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7830,246,1,3,2,0,0
POMC,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SMEK2,0,0,0,4,166,1,200,2,136,959,0,0,510,0,0,956,0,1,18,854,1913,2,3,0
PAFAH2,0,0,1,477,38,0,0,0,0,1082,0,0,0,0,0,0,0,0,285,0,0,0,1,0
CDKN2AIP,0,3,0,0,108,2,17,351,252,1,0,2,0,0,3,46,5,0,0,0,0,2,0,1432
WDR20,0,1,502,11,55,0,16,0,7,104,0,0,3,0,0,0,0,0,18,0,0,0,0,1919
CHD1,164,1,0,0,181,0,186,0,54,0,0,0,0,1,0,314,0,1,59,0,0,1,0,0
FNDC5,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ELF4,0,0,186,660,0,0,0,0,0,0,0,0,0,0,0,0,0,1,401,1,0,0,0,0
KIF2C,0,0,1,281,609,0,0,3,0,0,0,0,0,0,0,0,0,1,58,0,0,897,0,0
CAPZA1,0,1,4,19,525,1,765,6,75,5,11,0,402,1,2,1667,0,2,302,0,169,422,7379,2465
MCF2L,0,0,12,196,155,0,101,0,184,54,71,1,7,0,0,1360,0,0,244,0,59,0,0,1559
THYN1,0,0,0,0,232,0,0,0,88,2807,0,0,0,0,0,0,1,2,262,0,0,0,1,0
FAM122A,0,0,0,0,21,0,0,19,0,0,1076,0,0,0,0,0,0,0,0,0,0,0,0,0
ENDOG,0,0,2,218,41,0,0,310,101,4,568,0,0,0,0,0,0,6,1607,0,0,6,0,0
PITPNB,119,0,0,0,2,0,2299,106,1450,2,394,10,312,0,0,17,0,5,261,671,1,1,3,0
HS6ST3,0,0,3,19,103,0,0,0,0,0,0,0,0,0,0,0,0,11498,307,2,2,1,0,0
PDGFRL,0,0,514,0,97,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHKA2,6272,37,531,0,513,1,714,610,0,1,9,0,38,0,1,1,1,0,291,3,1270,1,0,6
GADD45A,5,2,0,15,5,4,1046,417,118,0,632,0,122,1954,2,625,10094,2836,227,4,913,1,7,1200
ATCAY,0,0,0,0,0,0,0,0,1,0,5,0,0,22,0,0,1,2,4,0,0,0,0,204
FRRS1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,95,1,1,0,0,0,0,0,0,1
NAMPT,7,1,822,0,55,0,1520,51,229,0,39,1,0,0,1,0,0,0,307,2378,4467,0,0,0
ZNF541,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GRIN2D,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4186,0,0
RAB22A,0,0,3,292,201,0,2,0,42,0,210,2250,90,69,0,0,0,0,57,3,679,2,1,0
GABPA,0,0,0,0,63,0,0,0,0,0,39,0,2,0,0,0,0,1,84,4,0,0,1,720
APPBP2,0,0,0,8,234,0,224,0,115,175,1707,0,472,0,0,22,15370,895,696,1,15,51,0,1
DR1,0,0,865,0,443,0,0,0,276,1,0,1,0,0,0,0,1,9593,3,1,0,0,0,2
POP1,0,0,0,0,101,0,0,0,114,0,0,0,0,0,0,0,0,0,1190,0,0,0,0,0
AP3D1,526,3,605,182,421,0,4,22,396,8,431,12,7,1788,0,1643,0,6891,1580,1,9,1559,0,383
TMEM245,0,0,0,0,61,0,1066,1320,53,1788,17,3,438,0,0,0,0,5,1123,5,3,0,1,0
FOXK2,0,0,319,0,349,0,30,0,101,0,0,1,0,0,0,0,0,1050,3384,4,731,3169,0,0
TATDN3,0,1,0,0,215,0,0,0,3,4,2,0,9,0,0,2,0,0,15,2088,0,1,0,0
CCDC68,0,0,0,0,28,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC12A2,1,0,3491,801,659,0,0,392,325,164,0,2,0,0,0,0,1,3,849,4,4,2,0,0
CMC2,0,0,2,165,3,623,1,33,2,0,0,1,0,0,0,0,0,0,6,13,0,0,0,34
SKAP2,0,2,0,0,70,8,150,106,2,0,0,0,0,2,8,16,8,2,4,1,0,12,2060,1021
ANKRD26,787,4,0,0,169,1,0,0,263,0,0,0,251,0,0,0,0,0,0,2,2,0,1,0
XKR9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,143,0
KCNK7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2104,0,0,0
C11orf80,0,0,0,0,0,0,0,0,1302,472,0,2,1,0,0,0,0,5369,11,3,2,100,0,0
HEATR8,0,0,0,0,0,0,0,0,133,0,0,0,934,0,0,0,0,2,373,0,0,0,11,0
TTC4,0,0,0,0,0,0,0,0,133,0,0,0,934,0,0,0,0,2,373,0,0,0,11,0
FOXP1,7509,69,375,1093,729,15,1,2,840,1,916,11,687,5,14,8,1111,4144,222,6769,1,4,4,5511
OAS1,0,0,446,0,165,6,0,0,0,0,0,0,0,0,0,0,0,0,277,0,0,0,0,0
MEGF8,0,0,0,0,0,0,9,0,777,954,1,1,0,0,0,0,0,0,235,0,0,0,0,0
TCEANC2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,4263,0,0
PNPLA7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2463,14,2,846,0,0,0
SLC43A3,0,0,1,514,251,0,0,0,0,0,0,0,0,0,0,0,0,1,448,1,0,0,0,0
GATAD2B,0,1,37,0,1,0,389,4,0,190,0,0,16,0,1000,98,0,7,307,0,1,0,36,1
ANKMY2,0,0,884,138,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HLA-DQA1,137,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
PRADC1,0,0,3,271,0,0,66,0,0,989,0,0,0,0,0,0,0,1,983,0,0,0,1,0
NBAS,0,0,166,533,563,0,1325,971,199,157,1,0,1222,10,0,345,0,14,4287,1,2,5616,8,112
METTL1,0,0,1267,0,180,0,46,41,2,2612,0,3,0,0,0,0,0,0,16,2,0,0,0,0
TRIM59,0,0,0,0,0,0,1,0,1,0,0,0,0,0,80,1,11,5,2,0,0,0,0,0
ERBB3,8936,61,7161,1782,1234,4,2348,470,3793,929,896,16,29,0,70,0,3,17895,5389,2,107,806,2,0
MTHFSD,0,0,0,0,0,0,0,0,0,0,2,0,0,171,0,0,0,0,3,0,0,0,0,1
BLCAP,0,0,881,265,27,0,1,6,0,53,1071,0,0,0,0,0,0,0,331,0,4,4022,0,0
HIVEP3,0,0,7,699,1,0,0,0,0,0,0,6,0,0,0,0,0,0,41,0,1,1838,0,0
FGFR1OP2,1,0,2,57,9,0,3,662,0,0,0,0,20,0,0,6,1,0,0,0,0,0,0,206
CAPG,2,0,1680,3157,84,0,393,1,2,0,109,0,73,0,0,0,0,1652,1127,0,0,0,0,0
KANK2,0,0,1,2,0,0,27,508,0,1,2496,0,1936,3,0,0,1,1,300,0,0,0,5,1
HMGCS2,40,1,2,4,777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM110B,0,0,0,1,6,0,667,2,0,0,0,0,0,0,2,1095,1,0,1,1,0,29,0,0
CNO,0,0,927,2,76,1,0,0,300,786,900,3,0,1,0,0,0,0,404,0,2,3511,0,329
TMEM200B,5,2,4,694,378,20,17,2255,338,1850,1363,8,5904,0,1,1620,3851,1,302,14539,1189,2668,71,574
DYSF,0,0,0,0,0,16,16,491,120,0,0,1,0,0,0,0,1,0,128,0,0,0,0,0
DOK6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,413,0,0,0,1,31,0,1,0
HIBCH,0,0,0,0,228,0,795,2,0,265,0,0,0,0,0,0,0,1,190,0,0,0,0,0
TNKS2,0,0,0,0,237,0,0,0,592,110,1,1,0,0,0,0,0,1,0,0,1,0,0,58
VTA1,0,1,1,151,331,0,680,0,240,0,141,2,16,0,0,0,1,0,0,0,0,675,0,1852
CPZ,0,0,659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342,0,0,0,0,0,0
PDS5B,0,0,0,0,38,1,11,0,0,0,0,1,29,0,0,0,0,0,36,1,0,0,0,1626
EFR3A,0,0,556,1,69,0,440,558,6,0,68,0,2,0,0,0,0,0,169,0,0,17,0,0
ZBTB42,0,0,3,0,54,0,0,0,849,1599,0,3,0,0,0,0,0,2,523,1,0,0,0,0
MAP3K4,0,0,0,0,12,185,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0
MMP10,0,0,1697,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0
KDM5C,0,0,14,26,30,0,14,0,11,88,9,3,1,6487,0,0,0,0,5,0,0,0,1,0
ZCCHC24,0,0,217,0,0,1,0,0,0,0,1,0,0,0,0,1,11,0,1,0,0,0,0,216
ZNF271,138,0,76,0,470,1,23,418,0,1293,14,2,0,2,0,222,0,3342,44,603,6130,0,34,0
VAPB,2933,13,76,981,354,0,170,0,1268,128,2203,5,597,1,0,1262,0,3,253,8313,4250,3609,3,7
C20orf3,2395,22,172,1132,486,3,82,1,3704,0,211,2415,13,1,2,59,2141,15012,4634,50,30921,5208,2,0
MZB1,0,0,0,0,1,0,0,0,29,2089,436,1,0,0,0,0,0,13,2358,1,2,0,0,0
C6orf228,0,0,1,22,0,0,0,0,570,0,0,4,0,0,0,0,0,3151,180,0,1,617,0,0
FAM19A2,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0
EXOSC2,0,0,8,1026,223,0,0,0,0,0,0,0,0,0,0,1,0,2,404,0,0,0,0,0
FAM179B,0,0,0,0,209,0,0,0,0,0,0,0,0,0,0,0,0,300,12,0,0,0,0,56
NBPF14,0,0,0,3,1,0,0,0,3,76,1,0,0,0,486,7,4,5,5,0,0,0,0,3
AIFM3,0,0,0,0,1,0,0,131,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
UFM1,0,0,0,0,27,10,0,0,0,0,0,0,0,0,0,0,0,236,5,0,0,0,0,146
CTSE,0,0,0,0,86,0,0,30,502,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
C8orf58,0,0,3,192,0,0,1,0,1844,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
LRP2,0,0,0,0,0,0,0,0,952,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0
CD97,3,0,0,1,0,1,1,0,564,0,0,3,0,0,1,1392,1,0,47,3,0,1,0,261
ARHGAP4,0,1,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,437
SUPT16H,0,0,0,0,1017,0,0,0,91,1,0,2,2,1,0,178,0,1,854,0,0,0,0,1
FAF1,1843,10,1,270,0,0,107,0,180,0,839,1,1,0,0,0,0,0,134,1,0,1,1,0
CDRT4,0,0,0,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,49
FAXC,0,0,8,0,0,0,0,659,1,0,2,2,6,2,0,0,0,0,153,0,0,0,0,0
CHAF1A,0,0,0,0,135,0,0,0,64,0,0,0,0,0,0,0,0,1,82,8,3274,0,0,0
PDPK1,0,0,369,523,378,7,21,3,341,0,712,1,0,2,0,0,0,3242,18,0,1,1271,0,4038
MFAP4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,3
NAALADL1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,4,0,0,0,0,0
SOWAHC,62,2,0,13,2,0,1677,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP7080,1,0,0,0,102,0,1,1,1,0,0,0,0,0,1,0,1,1,394,0,0,6,1,2275
SMARCD2,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,65,0,212,4049,1,14,243,0,0
KXD1,3,0,277,0,301,0,13,1,455,1547,2,2,304,192,0,453,0,4376,1255,0,1,19,4,2947
SCAF11,0,0,2,266,234,1,28,5,0,0,2,0,397,0,0,20,6610,0,93,0,0,0,1,19
HBS1L,0,0,0,0,166,0,591,0,0,0,0,0,0,0,0,0,0,1,168,0,0,0,0,0
IQCE,0,0,2,351,150,0,0,0,147,1090,289,0,954,782,1,0,0,8405,100,1,0,2,3,0
S100A13,19,201,756,1525,127,1,13,0,0,0,4,0,0,0,0,0,2,6,3603,3,3277,13,0,0
ATRIP,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,28,0,0,3825,0,0
OPA1,0,0,0,0,356,3,0,1318,599,7,0,4,356,0,0,0,1,0,368,0,0,2,2,51
ASH2L,0,0,682,1604,668,1,0,3,0,1,1,0,595,0,0,19,0,9504,1062,0,1,17,4,0
GABARAPL1,0,0,0,0,55,0,4,80,0,0,0,0,689,0,0,0,0,0,0,0,0,0,2,0
CROT,0,0,0,0,0,0,883,5,0,0,410,0,0,0,0,0,0,0,6,0,0,0,0,0
CPSF3,0,0,0,74,454,0,0,0,0,1395,0,0,0,0,0,0,0,1,3,2,1239,4,0,1
NOS3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,956,565,0,0,1,0,0
PLEKHA7,0,0,1230,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POFUT2,0,0,49,0,1,0,410,24,434,0,0,4,307,38,0,0,0,2,431,1656,5,2,0,0
PLD6,0,0,0,0,189,0,544,3,308,0,24,0,759,1,0,0,1,1,11,0,0,0,3,1990
SRGAP3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,32,0,0,0,0,0
XDH,0,0,0,0,0,0,0,0,967,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
REST,0,0,735,441,474,2,4,52,472,0,1,1,10,0,1,4863,1,9,49,0,0,231,0,530
TFF3,883,3,636,299,904,0,448,3,49,1114,0,2,162,0,0,0,0,4,951,0,0,0,0,0
