,Patient#1_CL#1,Patient#1_SC#1,Patient#2_SC#1,Patient#3_SC#1,Patient#4_SC#1,Patient#5_SC#1,Patient#2_CL#1,Patient#5_SC#2,Patient#6_CL#1,Patient#6_SC#1,Patient#7_CL#1,Patient#7_SC#2,Patient#8_SC#1,Patient#9_CL#1,Patient#9_SC#1,Patient#7_SC#1,Patient#5_CL#1,Patient#4_SC#1,Patient#4_CL#3,Patient#4_CL#1,Patient#4_CL#2,Patient#3_CL#1,Patient#10_SC#1,Patient#10_CL#1,Patient#10_CL#2,Patient#8_CL#1,Patient#8_CL#2,Patient#8_SC#2,Patient#8_SC#3
eg:442186:chr6_ssto_hap7:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:442191:chr6:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:442191:chr6_apd_hap1:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:442191:chr6_cox_hap2:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:442191:chr6_dbb_hap3:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:442191:chr6_mann_hap4:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:442191:chr6_mcf_hap5:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:442191:chr6_ssto_hap7:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:442194:chr6:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:442194:chr6_apd_hap1:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:442194:chr6_cox_hap2:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:442194:chr6_dbb_hap3:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:442194:chr6_mann_hap4:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:442194:chr6_mcf_hap5:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:442194:chr6_qbl_hap6:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:442194:chr6_ssto_hap7:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:442213:chr6:m,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
eg:442229:chr6:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:442245:chr6:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
eg:442247:chr6:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:442319:chr7:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:442361:chr7:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:442421:chr9:p,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:442425:chr9:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:442444:chrX:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:442454:chrX:m,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,2,0,0,2,0,2
eg:442459:chrX:m,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,1,5,1,0,4,2,2,5,12,3,0,37
eg:442523:chr7:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:442578:chr7:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0
eg:442582:chr7:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,26,0,0,15,2,47,0,0,0,0
eg:442590:chr7:p,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:442720:chr7:m,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,9,3,1,2,3,16,8,1,8
eg:442721:chr7:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:442862:chrY:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:442862:chrY:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:443:chr17:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:4430:chr2:p,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,49,0,230,243,809,0,15,0,1
eg:4435:chrX:m,0,1,1,0,0,0,0,0,10,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:4436:chr2:p,0,0,3,2,0,0,0,0,0,1,1,2,13,0,0,944,2,0,0,0,0,183,41,0,0,8,5,3735,130
eg:4437:chr5:p,1367,5,0,3,0,0,0,0,0,2,1,0,0,1,0,1,1,0,0,4,386,117,151,2,480,0,105,3,0
eg:4438:chr1:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:4439:chr6:p,1,0,0,0,0,2,0,0,0,0,5,1,4,1,0,2,0,1,0,5,0,1,1,0,0,2,6,0,0
eg:4439:chr6_apd_hap1:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:4439:chr6_cox_hap2:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:4439:chr6_dbb_hap3:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:4439:chr6_mann_hap4:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:4439:chr6_mcf_hap5:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:4439:chr6_qbl_hap6:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:4439:chr6_ssto_hap7:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:444:chr8:m,1,0,0,12,0,0,0,0,3,1,1,1,0,0,0,1,5,0,0,0,28,3855,1,0,1,0,190,0,0
eg:4440:chr12:m,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:444882:chr19:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:445:chr9:p,0,0,0,10,0,0,3,0,0,0,0,0,0,5,0,0,2,790,0,0,0,13,77,1103,0,2,307,16,3
eg:445328:chr7:m,243,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,62,0,3,0,0
eg:445347:chr7:m,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
eg:445372:chr11:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,504,0,0
eg:445571:chr9:m,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,81,68,32,154,13,10,1,46,0,8,0,0
eg:445571:chr9:p,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
eg:445577:chr9:m,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21
eg:445582:chr2:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0
eg:445815:chr9:p,0,0,0,0,0,0,0,0,0,0,0,0,1960,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:4477:chr10:p,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:4478:chrX:p,5,3,11,286,1,1,3,3,90,11,9,28416,47,10,6821,5467,3,0,1,2,1,147,388,1,354,1,1,0,0
eg:4481:chr8:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:4482:chr8:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,15,0,0
eg:4485:chr3:m,0,0,0,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,2,1,0,0,360,0,0,0
eg:4486:chr3:m,0,0,1,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,0,0,307,1,148,35,40,7352,1104,8,0
eg:4487:chr4:p,0,7,5,0,6,1,9,4,10,6,5,2,0,1,0,1,6,0,0,299,0,3,2,0,0,0,0,2,0
eg:4488:chr5:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:448831:chr4:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:448831:chrUn_gl000228:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:448834:chr1:p,0,2,4,0,0,0,0,0,2,2,1,21854,0,0,0,45,0,0,0,0,0,2,157,0,0,0,0,0,0
eg:448835:chr1:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:4489:chr16:p,0,0,35,58,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,4,46,3596,4,0,6,0,71,84,2
eg:4490:chr16:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
eg:4493:chr16:p,0,0,0,14,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,10,6191,0,0,0,0,52,0,0
eg:4494:chr16:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,55,0,0
eg:4495:chr16:m,0,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5478,0,55,29,0,0,0,0
eg:449520:chr6:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:4496:chr16:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,3,0,0,0,0
eg:4499:chr16:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,537,0,0,0,0,0,0,0
eg:4500:chr16:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
eg:4501:chr16:p,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
eg:4502:chr16:p,0,0,89,132,2,0,0,0,1,0,0,0,1,1,0,0,1,82,0,18,174,8746,10,0,22,0,245,212,4
eg:4504:chr16:p,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:4507:chr9:p,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,3,0,0,0,1,82,0,0
eg:4515:chrX:m,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,42,0,48,0,566
eg:4520:chr1:m,0,0,0,44,0,0,1,0,2,0,0,0,1,0,0,0,1,0,2,0,0,6,4,0,0,3,190,0,0
eg:4521:chr7:p,1473,11,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,113,0,3,1,408,0,0
eg:4522:chr14:p,0,1,1,74,4,0,0,0,29,2,0,0,1,0,0,0,3,0,2,1049,1887,1170,1007,12,1216,5,1512,0,2
eg:4524:chr1:m,75,0,0,0,2,10,1,0,1,0,217,1,80,1,114,299,0,0,0,0,1187,9,12,1,6,1,192,2,0
eg:4528:chr2:m,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,319,0,114,0,0,172,0,0,1,51,0,0
eg:4534:chrX:p,0,0,1,5,0,0,1,0,0,0,0,0,0,10,0,333,0,0,0,155,0,1,0,256,156,0,0,0,0
eg:4542:chr19:m,0,0,4,0,0,0,0,2,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,5,1
eg:4543:chr4:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:4544:chr11:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:4547:chr4:p,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:4548:chr1:p,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,3,49,0,0,0,0,83,0,0,2,6,0,0
eg:4552:chr5:p,0,0,0,0,0,0,0,0,0,1,0,0,0,0,166,0,0,0,0,0,0,0,98,0,0,0,0,0,39
eg:4580:chr1:p,1,0,0,0,3,0,1,0,0,1,0,1,1,0,0,0,0,0,794,1235,12,166,114,501,779,866,369,323,0
eg:4582:chr1:m,8101,1033,2,15,0,0,0,0,114,18,1,3,2831,0,0,0,7,0,0,1,595,1983,4041,8049,11798,187,21712,45022,32
eg:4583:chr11:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,1,1,0,0
eg:4585:chr3:m,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
eg:4588:chr11:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,38,4,0,0
eg:4589:chr4:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:4591:chr17:m,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,333,0,343,0,14,191,0,0,0,121,0,0
eg:4593:chr9:p,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:4594:chr6:m,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,3,0,26,39,0,122,0,171,21,23,0,0
eg:4595:chr1:m,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,43,0,0,0,13,0,0,0,0,91,0,3078
eg:4597:chr16:m,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,231,4,11,20,0,0,0,3,26,5,0
eg:4598:chr12:p,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,164,0,0,0,0,8,0,0,0,353,1643,1943
eg:4599:chr21:p,1,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,3,959,545,351,1,0,5,13,1708,7,4568,1,0
eg:460:chr1:m,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:4600:chr21:p,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,165,8,1
eg:4601:chr10:p,5569,34,1096,1430,1,0,5,1,3,2,5,3,1,16,1,29,0,3371,991,163,72,534,199,41,76,0,18,0,0
eg:4602:chr6:p,0,0,0,2,2,0,0,0,0,0,0,0,5,0,1,0,0,0,0,3,1,161,25,0,0,11,0,7,0
eg:4603:chr8:m,0,0,0,124,0,0,0,0,0,1,0,0,0,0,0,0,0,92,0,0,0,617,0,0,0,0,3,0,0
eg:4604:chr12:p,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:4605:chr20:p,0,0,41,2,0,0,0,0,0,0,0,0,151,0,127,0,0,86,0,0,1,0,98,0,5,2,762,0,99
eg:4606:chr19:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:4607:chr11:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:4608:chr1:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:4609:chr8:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,657,0,2,2,1,0,0
eg:4610:chr1:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:4613:chr2:p,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0
eg:4615:chr3:p,0,0,0,0,0,0,0,0,13,0,0,0,0,0,1,1,1,0,69,250,0,0,255,336,842,1,294,0,0
eg:4616:chr19:p,1,0,0,389,3,1,1,0,2,0,2,0,0,1,0,0,2,26,0,733,54,2224,76,63,2750,193,261,0,0
eg:4617:chr12:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:4618:chr12:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:4619:chr17:m,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:462:chr1:m,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:4620:chr17:m,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:4621:chr17:m,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:4622:chr17:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:4624:chr14:m,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:4625:chr14:m,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:4626:chr17:m,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:4627:chr22:m,2668,18,2,683,6,9,6,4,7,2,1276,94,1807,4351,9499,5255,24,1074,1624,1277,145,1233,576,741,1912,1,607,0,1
eg:4628:chr17:m,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,133,0,0,1,0,381,0,0,0,0,0,0
eg:4629:chr16:m,0,0,0,0,0,0,0,0,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,204,78,0,21,3978,0
eg:463:chr16:m,0,0,0,3,1,1,1,0,0,0,0,0,0,2,0,0,0,23,1,290,77,0,0,0,0,0,22,0,0
eg:4632:chr2:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:4633:chr12:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:4634:chr3:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:4635:chr17:p,0,0,21,72,4,1,2,1,0,0,0,0,0,4,0,0,1,1065,2,0,62,52,13,0,49,0,0,0,0
eg:4636:chr4:p,98,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,91,6,21,49,108,13,35,71,1,209,0,1
eg:4637:chr12:p,4930,29,67,2814,34,112,29,31,16,4,13,9,51,38,2122,837,69,5998,20822,9820,10943,7322,1105,8552,6534,21473,17524,11270,5705
eg:4638:chr3:m,0,0,3,3,5,0,6,6,4,5,287,283,4586,1026,4055,14724,14,0,0,0,1,3,0,0,3,0,29,0,0
eg:4640:chr12:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:4641:chr17:m,29,1,0,358,0,13,4,3,0,0,1,86,3,0,1522,896,4,8,1,0,1186,919,1017,2096,919,42,1685,323,12824
eg:4642:chr17:m,0,0,0,0,1,1,0,1,5,0,0,0,0,0,0,0,3,0,21,0,0,1,13,3,344,0,1,0,0
eg:4643:chr15:m,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,31,58,0,66,0,4,0,0,5,0,0
eg:4644:chr15:m,0,0,0,0,0,0,0,2,0,0,1,61,1,0,0,10,0,0,0,47,0,6,3,1,0,10,7,10,1
eg:4645:chr18:m,0,1,4,17,1,0,3,1,0,0,0,1,0,1,0,0,4,0,334,32,2,997,830,4329,270,503,867,0,0
eg:4646:chr6:p,3724,30,10,26,15,0,6,4,10,4,5,6,2,8,0,1,4,1831,2037,3537,7,337,803,497,80,2,249,3,5
eg:4647:chr11:p,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1276,0,0,0,0,0,0,0
eg:4648:chr2:p,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0
eg:4649:chr15:m,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,26,0,0,0,0,5,17,893,488,498,1,2
eg:4650:chr19:p,0,0,0,1,0,0,1,1,2,0,6,7719,15495,679,830,891,103,0,5,3,0,183,2,0,11,7,1279,0,1
eg:4651:chr5:m,0,0,0,0,0,1,0,3,1,0,0,1,0,0,2,0,0,0,0,0,0,2,0,0,0,0,12,0,0
eg:4653:chr1:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:4654:chr11:p,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:4656:chr1:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:4659:chr12:m,1,6,9,13,3,6,20,4,10,9,19,58571,35470,6089,8171,1006,1,727,1233,541,1,82,675,51,526,11031,951,1,2
eg:466:chr12:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,54,0,32,0,0
eg:4660:chr1:p,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,160,0,30,0,0
eg:4661:chr20:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,2,223,0,0
eg:4664:chr2:p,0,0,0,0,1,0,0,0,0,0,0,1,17606,7,127,41,0,0,0,33,1,23,1,0,0,0,0,0,0
eg:4665:chr12:p,0,0,0,13,0,0,0,0,1,0,0,0,0,0,0,72,0,94,0,3,12,68,233,5,460,133,7,0,0
eg:4666:chr12:m,212,15,18,2629,60,179,70,36,35,12,8,8,31,29,75,1476,95,3269,6488,13414,5825,3005,4213,4891,10218,6768,12252,70,16019
eg:4668:chr22:m,19,0,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,47,0,11,0,35,151,0,0,0,237,0,0
eg:4669:chr17:p,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,327,43,44,1,0,1,0,9,0,0
eg:467:chr1:p,0,0,0,531,0,0,0,0,2,0,0,1,16,1,0,2542,3,234,0,2,84,2337,276,849,1584,4,21,0,1
eg:4670:chr19:p,794,7,5,153,0,0,2,1,190,6,5,2,4,0,0,1443,7,10,16,168,409,1097,466,876,949,8206,2110,12,12825
eg:4671:chr5:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:4673:chr12:m,1439,2066,40,55,6,13,31,19,49,46,65,35024,39201,36297,17426,23573,8,62,168,627,7,4231,694,21,976,13,2731,11913,2737
eg:4674:chrX:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
eg:4675:chrX:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:4676:chr11:m,3,3,10,531,0,0,0,1,11,0,0,0,1072,0,14,569,0,41,2,79,390,19,60,91,6,7,708,0,6
eg:4677:chr18:m,0,0,0,441,3,1,7,7,0,2,0,0,1,6,3659,0,7,827,6,1250,100,133,1567,24,267,4,511,0,117
eg:4678:chr1:p,78,2,0,345,2,1,1,0,0,0,0,2,3,0,0,1985,1,31,0,1,30,878,470,4,738,40,459,0,5
eg:468:chr22:p,92,5,73,563,27,3,20,15,12,11,1724,7280,27302,3603,6031,8390,9,1800,3303,9435,8472,7055,1421,3712,1037,44869,3663,155,4366
eg:4680:chr19:p,106,0,0,5,0,0,1,0,1,0,0,2,3,0,0,0,4,0,230,468,1073,2079,2448,2269,3148,9,3253,334,3
eg:4681:chr1:p,275,0,1,4,1,0,0,0,1,0,0,0,0,0,1,0,1,14,2,86,2,160,22,30,8,20,1016,292,34
eg:4682:chr16:p,0,1,179,12,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,348,0,2547,195,1061,67,0,718,1,0
eg:4683:chr8:m,0,0,0,100,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,668,2,381,0,133,0,0
eg:4684:chr11:p,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0
eg:4685:chr21:p,0,0,0,0,0,0,0,0,3,1,1,1,1,0,0,0,0,0,0,0,0,0,159,0,0,0,185,1,1
eg:4686:chr9:p,0,1,0,8,1,1,3,3,0,0,62,0,15,0,1,0,1,1,0,5,38,0,240,0,10,4,50,0,2242
eg:4688:chr1:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,7,0,0
