Gene start (bp),Gene end (bp),Gene % GC content,Gene name,Gene type
52168996,52192014,55.71,KRT80,protein_coding
52249300,52309163,49.75,KRT86,protein_coding
1602887,1604004,59.30,KRTAP5-2,protein_coding
1597193,1598310,59.30,KRTAP5-2,protein_coding
1597177,1598294,59.30,KRTAP5-2,protein_coding
27442366,27446481,53.33,KRTCAP3,protein_coding
27456470,27626438,49.31,KSR1,protein_coding
117453012,117968990,44.66,KSR2,protein_coding
55496786,55580888,41.02,KTN1-AS1,lncRNA
18557762,18569387,53.42,KXD1,protein_coding
153861514,153886173,59.97,L1CAM,protein_coding
43489442,43550954,48.31,L3MBTL1,protein_coding
41205282,41231271,52.38,L3MBTL2,protein_coding
130013699,130141449,38.41,L3MBTL3,protein_coding
70635318,70669185,38.39,LACTB2,protein_coding
201380833,201399915,54.89,LAD1,protein_coding
54360692,54377679,49.62,LAIR1,protein_coding
54361220,54378234,49.57,LAIR1,protein_coding
54283996,54300924,49.60,LAIR1,protein_coding
54359738,54378912,49.40,LAIR1,protein_coding
54351384,54370558,49.35,LAIR1,protein_coding
128883138,129516566,36.02,LAMA2,protein_coding
49121114,49133118,57.34,LAMB2,protein_coding
209614870,209652425,49.93,LAMB3,protein_coding
183023420,183145592,40.09,LAMC1,protein_coding
183186238,183245127,43.26,LAMC2,protein_coding
113297239,113323672,50.64,LAMP1,protein_coding
99878336,99894428,34.87,LAMTOR3,protein_coding
37571569,37684463,38.90,LANCL3,protein_coding
97775057,97853013,44.00,LAPTM4B,protein_coding
806914,931705,42.70,LARP4B,protein_coding
45388561,45554726,42.34,LARS2,protein_coding
28984826,28990784,58.05,LAT,protein_coding
74199652,74229834,53.07,LAT2,protein_coding
149658153,149718105,41.14,LATS1,protein_coding
20973036,21061586,45.68,LATS2,protein_coding
30231534,30323730,46.96,LBH,protein_coding
225401502,225428925,41.69,LBR,protein_coding
79484991,79537458,34.98,LCA5,protein_coding
67939750,67944131,58.67,LCAT,protein_coding
152804832,152806651,48.85,LCE1C,protein_coding
152775140,152777024,48.33,LCE1F,protein_coding
43323649,43330582,46.02,LCMT2,protein_coding
128149071,128153453,60.89,LCN2,protein_coding
96832254,96995956,39.59,LCOR,protein_coding
17841199,18021876,36.02,LCORL,protein_coding
170246233,170297815,44.62,LCP2,protein_coding
66547179,66565979,44.82,LCTL,protein_coding
21635342,21757857,38.01,LDHB,protein_coding
21812265,21825225,54.28,LDLRAD2,protein_coding
25543606,25568886,54.60,LDLRAP1,protein_coding
225886282,225911382,50.49,LEFTY1,protein_coding
33771202,33789130,53.17,LEMD2,protein_coding
54156127,54160192,54.92,LENG1,protein_coding
54156127,54160192,54.92,LENG1,protein_coding
54156127,54160192,54.92,LENG1,protein_coding
54156127,54160192,54.92,LENG1,protein_coding
54156127,54160192,54.92,LENG1,protein_coding
54156127,54160192,54.92,LENG1,protein_coding
54156104,54160226,54.89,LENG1,protein_coding
54156107,54160227,54.82,LENG1,protein_coding
54156123,54160192,54.86,LENG1,protein_coding
54155161,54159721,55.97,LENG1,protein_coding
65420652,65641559,37.78,LEPR,protein_coding
65420587,65436007,40.78,LEPROT,protein_coding
1811479,1856156,53.78,LETM1,protein_coding
51047962,51060424,45.34,LETMD1,protein_coding
63506052,63516774,52.28,LGALS12,protein_coding
55124110,55145423,44.62,LGALS3,protein_coding
78971238,78979947,58.94,LGALS3BP,protein_coding
236518000,236552981,43.48,LGALS8,protein_coding
27629798,27649560,52.27,LGALS9,protein_coding
64453969,64461381,44.80,LGALSL,protein_coding
35124513,35142451,55.73,LGI4,protein_coding
27365961,27472790,39.09,LGR4,protein_coding
202193799,202319781,49.62,LGR6,protein_coding
78485215,78770021,43.31,LHFPL2,protein_coding
124461823,124617888,53.49,LHPP,protein_coding
136196250,136205128,65.60,LHX3,protein_coding
39459004,39485109,41.36,LIAS,protein_coding
30240453,30246759,58.90,LIF,protein_coding
48115445,48170603,51.48,LIG1,protein_coding
108207439,108218368,40.58,LIG4,protein_coding
54594151,54602395,52.54,LILRB4,protein_coding
54414251,54422496,52.52,LILRB4,protein_coding
54592642,54600251,53.51,LILRB4,protein_coding
54671018,54678557,52.72,LILRB4,protein_coding
54643889,54670359,47.12,LILRB4,protein_coding
50175788,50283546,42.32,LIMA1,protein_coding
63695888,63701172,66.23,LIMD2,protein_coding
108534355,108687246,41.38,LIMS1,protein_coding
26410817,26429728,46.56,LIN28A,protein_coding
74084796,74201235,40.20,LIN52,protein_coding
82909973,83012926,39.03,LIN54,protein_coding
80792520,80937934,36.73,LIN7A,protein_coding
49114324,49118460,58.86,LIN7B,protein_coding
27494418,27506769,36.98,LIN7C,protein_coding
87576929,87579866,40.10,LINC00052,lncRNA
34723807,34737204,43.92,LINC00160,lncRNA
116533422,116536518,50.76,LINC00173,lncRNA
26956932,27059749,36.82,LINC00240,lncRNA
8220642,8224043,54.64,LINC00324,lncRNA
22024558,22031223,47.63,LINC00339,lncRNA
113888306,113923512,45.60,LINC00452,lncRNA
211382736,211435570,39.05,LINC00467,lncRNA
73749270,73828520,48.89,LINC00469,lncRNA
95759231,95876049,42.25,LINC00476,lncRNA
48359884,48370636,47.98,LINC00494,lncRNA
169790321,169802873,47.53,LINC00574,lncRNA
169790057,169802873,47.79,LINC00574,lncRNA
218975393,218989940,55.40,LINC00608,lncRNA
77613027,77820900,54.75,LINGO1,protein_coding
58410569,58569844,45.39,LIPC,protein_coding
185506262,185552588,43.66,LIPH,protein_coding
99154955,99163157,41.30,LIPT1,protein_coding
156668946,156893216,39.05,LMBR1,protein_coding
69672757,69867236,35.47,LMBRD1,protein_coding
8501807,8574668,43.85,LMCD1,protein_coding
853634,981318,56.82,LMF1,protein_coding
197960200,198043720,40.24,LMLN,protein_coding
75620434,75859870,38.67,LMO7,protein_coding
100401532,100456319,39.21,LNP1,protein_coding
96935394,97037513,37.19,LNPEP,protein_coding
53459301,53701405,41.42,LNX1,protein_coding
27545913,27620529,37.61,LNX2,protein_coding
12521983,12556166,38.66,LONRF1,protein_coding
12721906,12756073,38.66,LONRF1,protein_coding
118974614,119018355,44.72,LONRF3,protein_coding
122063195,122078413,38.02,LOX,protein_coding
73925989,73952137,55.02,LOXL1,protein_coding
74532258,74555690,50.67,LOXL3,protein_coding
19623655,19628930,58.93,LPAR2,protein_coding
6618835,6635960,51.24,LPAR5,protein_coding
48389567,48444704,36.98,LPAR6,protein_coding
55509072,55586666,35.49,LPCAT2,protein_coding
6976185,7018477,44.18,LPCAT3,protein_coding
2916994,3013144,41.56,LPIN2,protein_coding
58526871,58578220,38.55,LPXN,protein_coding
150264435,151015727,36.23,LRBA,protein_coding
46553168,46753040,40.02,LRCH1,protein_coding
197791226,197888436,40.91,LRCH3,protein_coding
39306566,39320863,55.91,LRFN1,protein_coding
110947190,110963965,36.39,LRIF1,protein_coding
113073198,113132260,41.19,LRIG2,protein_coding
104489231,104589258,35.79,LRP12,protein_coding
140231423,142131016,34.81,LRP1B,protein_coding
169127109,169362534,39.58,LRP2,protein_coding
46856717,46918642,48.69,LRP4,protein_coding
25351418,25405377,54.66,LRP5L,transcribed_unprocessed_pseudogene
49598761,49614672,44.95,LRR1,protein_coding
53794497,53924125,39.72,LRRC1,protein_coding
61508749,61511018,67.71,LRRC10B,protein_coding
144517992,144525172,63.18,LRRC14,protein_coding
70298970,70382650,49.41,LRRC20,protein_coding
132332154,132381508,51.67,LRRC27,protein_coding
67207139,67227048,53.46,LRRC29,transcribed_unitary_pseudogene
169839172,169869935,41.59,LRRC31,protein_coding
76657524,76670747,56.19,LRRC32,protein_coding
46805899,46851260,42.50,LRRC37A3,protein_coding
64854130,64919480,42.49,LRRC37A3,protein_coding
100148448,100178273,36.25,LRRC39,protein_coding
128027071,128032107,56.07,LRRC4,protein_coding
53946085,53968168,43.07,LRRC42,protein_coding
122167738,122203471,50.50,LRRC43,protein_coding
47831634,47837719,52.74,LRRC46,protein_coding
70853239,71053658,38.17,LRRC49,protein_coding
42537820,42548802,43.17,LRRC57,protein_coding
50375059,50397523,47.63,LRRC59,protein_coding
132570416,132675592,39.10,LRRC6,protein_coding
69567922,70151945,35.38,LRRC7,protein_coding
156920632,156933094,54.62,LRRC71,protein_coding
128882133,128918039,53.82,LRRC8A,protein_coding
89524829,89597861,38.63,LRRC8B,protein_coding
7888505,7902021,54.66,LRRC8E,protein_coding
85107215,85146080,36.03,LRRCC1,protein_coding
237627587,237813682,45.52,LRRFIP1,protein_coding
37052626,37183689,38.60,LRRFIP2,protein_coding
100919327,101078257,45.99,LRRK1,protein_coding
3799431,3849834,40.76,LRRN1,protein_coding
204617170,204685738,50.12,LRRN2,protein_coding
66926036,67101551,35.70,LRRTM3,protein_coding
194640791,194672463,41.68,LSG1,protein_coding
38163335,38176730,42.98,LSM1,protein_coding
36391238,36397908,50.71,LSM10,protein_coding
44034328,44067619,46.77,LSM12,protein_coding
34172447,34229322,39.90,LSM14A,protein_coding
34172504,34229288,39.86,LSM14A,protein_coding
32485338,32495283,39.74,LSM5,protein_coding
24311449,24318035,53.67,LTB4R,protein_coding
24311450,24318036,53.67,LTB4R,protein_coding
32946953,33399509,40.26,LTBP1,protein_coding
74498183,74612378,51.68,LTBP2,protein_coding
40592883,40629818,56.48,LTBP4,protein_coding
143843338,143863812,39.75,LTV1,protein_coding
188969,229463,47.33,LUC7L,protein_coding
139340359,139423457,40.36,LUC7L2,protein_coding
50719565,50756219,39.65,LUC7L3,protein_coding
91102629,91111494,35.07,LUM,protein_coding
12775020,12823060,36.72,LURAP1L,protein_coding
23084023,23177808,43.28,LUZP1,protein_coding
158645822,158672648,36.91,LXN,protein_coding
142700111,142705127,54.40,LY6K,protein_coding
6588108,6654983,44.39,LY86,protein_coding
4267701,4290154,44.00,LYAR,protein_coding
13099033,13103161,62.10,LYL1,protein_coding
55879835,56014169,43.20,LYN,protein_coding
142771197,142777810,64.18,LYNX1,protein_coding
43460787,43465608,56.84,LYPD3,protein_coding
43785874,43827206,44.70,LYPD5,protein_coding
149038107,149215262,39.95,LYPD6B,protein_coding
219173869,219212865,33.93,LYPLAL1,protein_coding
89568144,89638749,44.37,LYRM2,protein_coding
5103629,5260950,43.39,LYRM4,protein_coding
51723011,51751585,41.49,LYSMD2,protein_coding
90515611,90529584,35.92,LYSMD3,protein_coding
99715697,99733561,47.75,LYSMD4,protein_coding
235661041,235883640,37.77,LYST,protein_coding
10556966,10611689,43.43,LYVE1,protein_coding
20982269,20999032,58.23,LZTR1,protein_coding
8940361,8949761,42.37,M6PR,protein_coding
116111399,116138149,43.00,MAB21L3,protein_coding
39081316,39487177,42.57,MACF1,protein_coding
63998558,64166113,58.06,MACROD1,protein_coding
1815793,2233243,55.65,MAD1L1,protein_coding
120055623,120066858,37.68,MAD2L1,protein_coding
43629540,43640941,49.27,MAD2L1BP,protein_coding
11674480,11691650,53.91,MAD2L2,protein_coding
47269161,47330031,47.10,MADD,protein_coding
40685848,40689236,56.42,MAFB,protein_coding
81918270,81927735,60.30,MAFG,protein_coding
1530702,1543043,63.41,MAFK,protein_coding
152133310,152138578,51.30,MAGEA10,protein_coding
152766136,152769747,55.73,MAGEA6,protein_coding
30215563,30220089,49.11,MAGEB2,protein_coding
30242000,30244187,43.14,MAGEB4,protein_coding
54807599,54816015,52.36,MAGED2,protein_coding
78017055,79453667,36.83,MAGI2,protein_coding
113390515,113685923,37.14,MAGI3,protein_coding
10604193,10613609,36.39,MAGOHB,protein_coding
77825747,77895593,40.86,MAGT1,protein_coding
33485182,33501262,39.93,MAK16,protein_coding
65497688,65506516,40.56,MALAT1,lncRNA
110083870,110116022,47.13,MALL,protein_coding
58671465,58754477,38.93,MALT1,protein_coding
95976598,96343195,40.05,MAML2,protein_coding
139716753,140154184,41.60,MAML3,protein_coding
150361422,150514178,44.08,MAMLD1,protein_coding
117367449,117528872,35.34,MAN1A2,protein_coding
25616791,25786206,48.63,MAN1C1,protein_coding
109689927,109869625,36.47,MAN2A1,protein_coding
90902218,90922584,55.30,MAN2A2,protein_coding
12646511,12666742,53.98,MAN2B1,protein_coding
6575189,6623362,54.58,MAN2B2,protein_coding
102630770,102760994,39.25,MANBA,protein_coding
43654907,43746824,40.27,MAOA,protein_coding
43766610,43882450,39.31,MAOB,protein_coding
43510958,43531620,52.57,MAP1A,protein_coding
72107234,72209565,42.29,MAP1B,protein_coding
87383953,87404779,47.50,MAP1LC3B,protein_coding
116548105,116576606,44.51,MAP1LC3B2,protein_coding
209424047,209734118,35.90,MAP2,protein_coding
4090321,4124122,57.41,MAP2K2,protein_coding
12020829,12143830,37.09,MAP2K4,protein_coding
67542703,67807117,39.55,MAP2K5,protein_coding
69414697,69553865,40.75,MAP2K6,protein_coding
7903843,7914478,63.14,MAP2K7,protein_coding
56815549,56896152,38.08,MAP3K1,protein_coding
185282941,185489094,40.07,MAP3K13,protein_coding
45316960,45317040,75.31,MAP3K14,lncRNA
45263119,45317029,49.97,MAP3K14,protein_coding
160991727,161117385,38.79,MAP3K4,protein_coding
136557046,136792477,39.89,MAP3K5,protein_coding
90513573,90587072,35.82,MAP3K7,protein_coding
70722526,70809534,44.98,MAP3K9,protein_coding
47850690,48089272,43.43,MAP4,protein_coding
64784918,64803241,56.72,MAP4K2,protein_coding
39249266,39437301,36.89,MAP4K3,protein_coding
101696850,101894689,41.04,MAP4K4,protein_coding
50418501,50561126,37.27,MAP4K5,protein_coding
75586918,75669038,44.54,MAP6,protein_coding
136342281,136550819,39.29,MAP7,protein_coding
36155579,36180849,54.66,MAP7D1,protein_coding
21759657,21867680,43.44,MAPK1,protein_coding
85990007,86594625,37.37,MAPK10,protein_coding
36027677,36111236,39.88,MAPK14,protein_coding
143703266,143709465,65.08,MAPK15,protein_coding
143716340,143722458,64.81,MAPK15,protein_coding
55051647,55070194,40.14,MAPK1IP1L,protein_coding
19377721,19383544,59.22,MAPK7,protein_coding
48306639,48439360,37.34,MAPK8,protein_coding
50600793,50613981,62.89,MAPK8IP2,protein_coding
1706183,1770351,56.84,MAPK8IP3,protein_coding
125437393,125707234,41.82,MAPKAP1,protein_coding
50611520,50649291,53.69,MAPKAPK3,protein_coding
32819954,32850405,44.38,MAPRE1,protein_coding
34976928,35143470,39.48,MAPRE2,protein_coding
113857345,113863475,48.52,MARCKS,protein_coding
103385377,103503831,42.16,MARK3,protein_coding
97713173,97718150,57.63,MARVELD1,protein_coding
187217282,187291980,45.03,MASP1,protein_coding
11026523,11047239,50.21,MASP2,protein_coding
66596361,67169595,39.20,MAST4,protein_coding
27154824,27187953,41.56,MASTL,protein_coding
80271820,80289658,50.27,MAT1A,protein_coding
85539168,85545281,44.47,MAT2A,protein_coding
163503114,163519354,38.26,MAT2B,protein_coding
3777970,3802129,54.40,MATK,protein_coding
97868840,98036724,44.73,MATN2,protein_coding
139293674,139331677,38.77,MATR3,protein_coding
65006174,65102695,44.69,MAX,protein_coding
35606764,35637951,50.32,MB,protein_coding
192796815,192917856,42.65,MB21D2,protein_coding
50266882,50281774,49.32,MBD1,protein_coding
129430947,129440179,39.91,MBD4,protein_coding
57520710,57530148,57.85,MBD6,protein_coding
100126785,100128495,65.69,MBLAC1,protein_coding
152243828,152465780,35.71,MBNL1,protein_coding
132369317,132489968,36.96,MBNL3,protein_coding
20099684,20212469,42.04,MBOAT1,protein_coding
8852690,9003709,40.14,MBOAT2,protein_coding
76978827,77133683,48.31,MBP,protein_coding
51177425,51260163,39.50,MBTD1,protein_coding
56248732,56249815,56.64,MC3R,protein_coding
43132209,43143398,52.52,MCAT,protein_coding
113022099,113488823,41.55,MCC,protein_coding
112894378,113099742,54.36,MCF2L,protein_coding
99918519,99994247,37.88,MCHR2,protein_coding
150560895,150579738,47.56,MCL1,protein_coding
13161558,13211110,43.59,MCM10,protein_coding
127598410,127622436,50.56,MCM2,protein_coding
52264014,52284881,43.17,MCM3,protein_coding
47960185,47978160,45.80,MCM4,protein_coding
35400134,35425431,52.45,MCM5,protein_coding
135839626,135876443,40.29,MCM6,protein_coding
100092728,100101940,54.21,MCM7,protein_coding
5950652,5998977,39.40,MCM8,protein_coding
7522624,7534009,57.01,MCOLN1,protein_coding
84925583,84997113,40.38,MCOLN2,protein_coding
85018082,85048500,40.77,MCOLN3,protein_coding
94703741,95284575,37.29,MCTP1,protein_coding
94231538,94483952,38.26,MCTP2,protein_coding
120594010,120621159,39.17,MCTS1,protein_coding
120594010,120621159,39.17,MCTS1,protein_coding
72692131,72887694,38.80,MCU,protein_coding
37630679,37699306,52.18,MDGA1,protein_coding
68272443,68332381,38.66,MDM1,protein_coding
68808177,68845544,39.04,MDM2,protein_coding
89642498,89819794,41.54,MDN1,protein_coding
89642498,89819794,41.54,MDN1,protein_coding
83210402,83431051,36.91,ME1,protein_coding
50879080,50954257,38.58,ME2,protein_coding
86441108,86672636,42.88,ME3,protein_coding
154021573,154137103,46.41,MECP2,protein_coding
39404285,39451272,45.01,MED1,protein_coding
71118556,71142454,51.08,MED12,protein_coding
151085697,151437072,38.81,MED12L,protein_coding
61942605,62065278,38.73,MED13,protein_coding
115957905,116277693,37.36,MED13L,protein_coding
93784227,93814963,39.79,MED17,protein_coding
41905354,41921139,46.57,MED20,protein_coding
27022546,27066343,39.33,MED21,protein_coding
131573966,131628242,36.18,MED23,protein_coding
40019097,40061215,50.63,MED24,protein_coding
16574907,16629062,52.52,MED26,protein_coding
131852928,132079867,44.21,MED27,protein_coding
17614641,17634105,44.87,MED28,protein_coding
117520713,117540262,34.58,MED30,protein_coding
6643311,6651634,40.22,MED31,protein_coding
48053323,48095131,40.77,MED4,protein_coding
157137424,157159019,41.05,MED7,protein_coding
43383917,43389808,46.78,MED8,protein_coding
17476994,17493221,47.91,MED9,protein_coding
99565417,99716466,36.86,MEF2A,protein_coding
88717117,88904257,36.05,MEF2C,protein_coding
156463727,156500779,54.21,MEF2D,protein_coding
3242027,3256633,51.43,MEFV,protein_coding
100779410,100861031,51.68,MEG3,lncRNA
3487951,3611508,62.43,MEGF6,protein_coding
42325609,42378769,54.75,MEGF8,protein_coding
66433452,66573869,39.20,MEIS1,protein_coding
47403124,47419527,56.51,MEIS3,protein_coding
31865060,32011230,38.06,MEMO1,protein_coding
64803510,64811294,57.78,MEN1,protein_coding
100428790,100434118,58.79,MEPCE,protein_coding
87821411,87846817,38.52,MEPE,protein_coding
89760591,89778754,51.43,MESP2,protein_coding
116672196,116798377,39.10,MET,protein_coding
98995659,99062809,39.07,METAP1,protein_coding
171999943,172082430,39.93,METAP1D,protein_coding
57768471,57772119,52.12,METTL1,protein_coding
169792529,169794963,40.70,METTL18,protein_coding
21498133,21511342,42.48,METTL3,protein_coding
2537525,2571509,36.78,METTL4,protein_coding
15381275,15440566,42.52,METTL6,protein_coding
82041778,82046119,55.80,MEX3B,protein_coding
16974502,16980632,62.13,MFAP2,protein_coding
154038959,154220478,43.54,MFAP3,protein_coding
169986597,170033031,42.91,MFAP3L,protein_coding
19383442,19387190,56.87,MFAP4,protein_coding
11063643,11170702,44.04,MFHAS1,protein_coding
8783354,8893630,44.15,MFHAS1,protein_coding
11980181,12015211,50.93,MFN2,protein_coding
37469063,37486393,56.66,MFNG,protein_coding
119338942,119346705,61.17,MFRP,protein_coding
158732198,158829719,40.83,MFSD1,protein_coding
2930561,2934834,67.43,MFSD10,protein_coding
76735865,76781449,44.16,MFSD11,protein_coding
24010081,24063321,48.50,MFSD2B,protein_coding
144509070,144511213,66.98,MFSD3,protein_coding
8797110,8799365,59.93,MFSD6L,protein_coding
127917799,127966034,39.23,MFSD8,protein_coding
102714630,102736888,41.98,MFSD9,protein_coding
142038524,142106747,39.95,MGAM,protein_coding
141907813,142106747,39.57,MGAM,protein_coding
180784780,180815652,50.90,MGAT1,protein_coding
49620799,49623481,47.52,MGAT2,protein_coding
39457012,39492194,57.01,MGAT3,protein_coding
98619106,98731132,40.02,MGAT4A,protein_coding
127689062,128052190,44.86,MGLL,protein_coding
129467190,129770983,45.58,MGMT,protein_coding
14880864,14885857,37.48,MGP,protein_coding
16347142,16609259,36.94,MGST1,protein_coding
139665768,139740745,43.46,MGST2,protein_coding
165631213,165661796,43.33,MGST3,protein_coding
39230231,39388513,38.45,MIA2,protein_coding
222618097,222668007,39.14,MIA3,protein_coding
109444062,109465968,50.36,MICAL1,protein_coding
12094008,12359144,45.98,MICAL2,protein_coding
37905657,37942822,55.92,MICALL1,protein_coding
38801432,38806537,53.80,MID1IP1,protein_coding
107825755,107931637,39.96,MID2,protein_coding
39728496,39730532,55.28,MIEN1,protein_coding
66924895,66988619,36.15,MIER1,protein_coding
305573,344815,53.69,MIER2,protein_coding
75266228,75271231,55.76,MIF4GD,protein_coding
12019466,12032045,55.62,MIIP,protein_coding
4833340,4898061,51.94,MINK1,protein_coding
7566875,7608932,36.45,MIOS,protein_coding
23730189,23889400,39.76,MIPEP,protein_coding
91347820,91354579,44.48,MIR17HG,lncRNA
1711493,1717174,56.95,MIR22HG,lncRNA
1711493,1717174,56.95,MIR22HG,lncRNA
123109494,123115477,53.98,MIR600HG,lncRNA
5486285,5490814,44.08,MIS12,protein_coding
32268228,32279049,40.71,MIS18A,protein_coding
45203190,45253540,37.65,MIS18BP1,protein_coding
69739464,69968336,38.56,MITF,protein_coding
128096659,128126423,43.55,MKI67,protein_coding
46557407,46616843,48.24,MKNK1,protein_coding
140453033,140479536,45.73,MKRN1,protein_coding
58205441,58219605,47.45,MKS1,protein_coding
5890889,5910606,41.47,MLANA,protein_coding
158571163,158607252,37.51,MLF1,protein_coding
36993350,37050846,41.90,MLH1,protein_coding
75013769,75051532,41.37,MLH3,protein_coding
74671855,74700960,45.73,MLKL,protein_coding
151060397,151069544,43.07,MLLT11,protein_coding
20341669,20622499,37.12,MLLT3,protein_coding
237485428,237555322,51.32,MLPH,protein_coding
42567072,42573239,52.95,MLX,protein_coding
122078746,122143107,50.10,MLXIP,protein_coding
122078756,122147344,50.35,MLXIP,protein_coding
149569637,149587778,35.10,MMADHC,protein_coding
55392622,55421924,40.95,MMD,protein_coding
135960588,135974029,38.96,MMGT1,protein_coding
102789401,102798160,39.71,MMP1,protein_coding
102770502,102780628,36.10,MMP10,protein_coding
88032011,88328025,35.15,MMP16,protein_coding
55835433,55842966,51.02,MMP19,protein_coding
55389700,55506691,45.67,MMP2,protein_coding
35226690,35276998,49.13,MMP24,protein_coding
89879532,89954629,33.75,MMRN1,protein_coding
97458324,97498794,44.91,MMS19,protein_coding
97142161,97283217,35.58,MMS22L,protein_coding
27748277,27801756,52.19,MN1,protein_coding
153344649,153415118,39.03,MND1,protein_coding
56421544,56465137,35.19,MNS1,protein_coding
93182196,93184928,51.56,MOAP1,protein_coding
93182199,93184923,51.52,MOAP1,protein_coding
74152528,74178898,41.02,MOB1A,protein_coding
70902326,71022449,40.16,MOB1B,protein_coding
1469457,1501247,54.17,MOB2,protein_coding
46607715,46616884,54.39,MOB3C,protein_coding
197515571,197553699,40.50,MOB4,protein_coding
36187497,36272157,42.78,MOCOS,protein_coding
39899578,39934551,50.32,MOCS1,protein_coding
49907160,49930173,51.31,MON1A,protein_coding
77190835,77202398,49.32,MON1B,protein_coding
62466817,62600476,36.21,MON2,protein_coding
30925130,30968774,45.25,MORC2,protein_coding
30922308,30932449,49.88,MORC2-AS1,lncRNA
36320189,36386148,42.30,MORC3,protein_coding
106813871,107000212,39.76,MORC4,protein_coding
103675496,103688158,39.39,MORF4L2,protein_coding
2321253,2391707,57.29,MORN1,protein_coding
38875962,38929072,39.59,MORN2,protein_coding
97614553,97633500,46.51,MORN4,protein_coding
134887632,134915257,40.82,MOSPD1,protein_coding
14873421,14922327,36.08,MOSPD2,protein_coding
112673141,112700746,48.61,MOV10,protein_coding
13105706,13279692,35.84,MPDZ,protein_coding
123152320,123244014,42.99,MPHOSPH9,protein_coding
74890005,74902219,51.86,MPI,protein_coding
43337818,43354466,48.16,MPL,protein_coding
40126027,40134622,40.57,MPLKIP,protein_coding
154778684,154821007,41.68,MPP1,protein_coding
43875357,43909711,52.29,MPP2,protein_coding
11882622,11908366,45.05,MPPE1,protein_coding
43411196,43507848,52.28,MPPED1,protein_coding
30384493,30586872,40.01,MPPED2,protein_coding
27309492,27325680,50.33,MPV17,protein_coding
167721192,167791919,41.24,MPZL1,protein_coding
118253416,118264536,38.82,MPZL2,protein_coding
118226690,118252365,40.95,MPZL3,protein_coding
32291813,32314784,46.36,MRAP,protein_coding
138347648,138405534,48.52,MRAS,protein_coding
62627670,62693597,52.16,MRC2,protein_coding
50795120,50825402,44.16,MRO,protein_coding
159789812,159798436,43.85,MRPL18,protein_coding
43054029,43059438,49.19,MRPL2,protein_coding
154941073,154969411,38.82,MRPL22,protein_coding
366969,371289,62.21,MRPL28,protein_coding
99181152,99199561,40.16,MRPL30,protein_coding
42932376,42948958,40.68,MRPL32,protein_coding
54184041,54225464,48.90,MRPL37,protein_coding
25585656,25607517,37.94,MRPL39,protein_coding
223957463,223967714,37.35,MRPL44,protein_coding
179588285,179604649,38.56,MRPL47,protein_coding
73787872,73865133,43.34,MRPL48,protein_coding
101387633,101398618,35.68,MRPL50,protein_coding
3762682,3768575,56.41,MRPL54,protein_coding
88467453,88480776,45.95,MRPS11,protein_coding
73248843,73252693,47.47,MRPS16,protein_coding
83455932,83469735,38.68,MRPS18C,protein_coding
135499984,135504673,63.07,MRPS2,protein_coding
3046052,3048250,60.25,MRPS26,protein_coding
72219403,72320646,38.95,MRPS27,protein_coding
44808947,44820428,36.56,MRPS30,protein_coding
27710822,27756295,38.61,MRPS35,protein_coding
34073224,34143034,40.30,MRPS6,protein_coding
71849228,71850428,42.88,MRS2P2,processed_pseudogene
60455846,60470752,40.02,MS4A1,protein_coding
60378530,60417756,38.93,MS4A14,protein_coding
60378485,60395951,40.71,MS4A7,protein_coding
124766498,124800706,40.11,MSANTD2,protein_coding
47403067,47663146,45.38,MSH2,protein_coding
47695530,47810063,44.65,MSH6,protein_coding
57255851,57684689,47.50,MSI2,protein_coding
136148917,136197241,42.35,MSL2,protein_coding
35752990,35756613,51.74,MSMP,protein_coding
65588377,65741931,44.63,MSN,protein_coding
1938229,1943293,58.60,MSRB1,protein_coding
49683947,49689501,60.67,MST1,protein_coding
49887002,49903873,55.84,MST1R,protein_coding
56638666,56640087,51.05,MT1A,protein_coding
56625475,56627112,57.57,MT1E,protein_coding
56666730,56668065,54.12,MT1G,protein_coding
56632659,56633981,55.18,MT1M,protein_coding
47617315,47647147,43.92,MTCH2,protein_coding
47617315,47642607,43.44,MTCH2,protein_coding
37809574,37859592,43.60,MTF1,protein_coding
30425623,30429054,57.17,MTFP1,protein_coding
65644734,65771261,40.22,MTFR1,protein_coding
64388031,64463457,43.75,MTHFD1,protein_coding
150865679,151101887,43.50,MTHFD1L,protein_coding
11785723,11806455,54.64,MTHFR,protein_coding
86530178,86555235,49.14,MTHFSD,protein_coding
150568621,150673143,39.70,MTM1,protein_coding
150692971,150765108,42.48,MTMR1,protein_coding
32226994,32312987,44.08,MTMR12,protein_coding
9649433,9702393,49.36,MTMR14,protein_coding
95821766,95925315,36.51,MTMR2,protein_coding
29883169,30030868,40.64,MTMR3,protein_coding
58489529,58517905,47.85,MTMR4,protein_coding
25246222,25287488,37.69,MTMR6,protein_coding
73461578,73509236,42.61,MTO1,protein_coding
11106535,11262551,44.54,MTOR,protein_coding
152987362,153002709,37.72,MTRF1L,protein_coding
7851186,7906025,39.80,MTRR,protein_coding
124550784,124728473,45.65,MTSS1,protein_coding
155185824,155192916,68.01,MUC1,protein_coding
26559032,26572263,33.20,MUC15,protein_coding
195719644,195739354,50.24,MUC20,protein_coding
195720882,195741123,50.62,MUC20,protein_coding
195720361,195740062,50.26,MUC20,protein_coding
195719081,195738792,50.24,MUC20,protein_coding
195721575,195741387,50.27,MUC20,protein_coding
