Term,Overlap,P.value,Adjusted.P.value,Old.P.value,Old.Adjusted.P.value,Odds.Ratio,Combined.Score,Genes
Mechanism of gene regulation by peroxisome proliferators via PPAR-alpha,2/57,0.00351900328344516,0.0262802160104096,0,0,24.9705329153605,141.072960611524,PRKCB;EP300
Neutrophil Activation via Adherence on Endothelial Cells,2/57,0.00351900328344516,0.0287175803666864,0,0,24.9705329153605,141.072960611524,PRKCB;PRKCD
Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants Homo sapiens R-HSA-2894862,2/57,0.00351900328344516,0.0338109150417007,0,0,24.9705329153605,141.072960611524,HDAC5;EP300
Signaling by NOTCH1 in Cancer Homo sapiens R-HSA-2644603,2/57,0.00351900328344516,0.0338109150417007,0,0,24.9705329153605,141.072960611524,HDAC5;EP300
Signaling by NOTCH1 PEST Domain Mutants in Cancer Homo sapiens R-HSA-2644602,2/57,0.00351900328344516,0.0338109150417007,0,0,24.9705329153605,141.072960611524,HDAC5;EP300
Constitutive Signaling by NOTCH1 PEST Domain Mutants Homo sapiens R-HSA-2644606,2/57,0.00351900328344516,0.0338109150417007,0,0,24.9705329153605,141.072960611524,HDAC5;EP300
Signaling by NOTCH1 HD+PEST Domain Mutants in Cancer Homo sapiens R-HSA-2894858,2/57,0.00351900328344516,0.0338109150417007,0,0,24.9705329153605,141.072960611524,HDAC5;EP300
PDGFRB,1/18,0.0275468149406695,0.0467461102023482,0,0,39.121568627451,140.519524554554,PRKCD
Oxidative Stress Induced Gene Expression Via Nrf2 Homo sapiens h arenrf2Pathway,1/18,0.0275468149406695,0.0486873938486251,0,0,39.121568627451,140.519524554554,PRKCB
Chaperones modulate interferon Signaling Pathway Homo sapiens h tidPathway,1/18,0.0275468149406695,0.0486873938486251,0,0,39.121568627451,140.519524554554,JAK2
METS affect on Macrophage Differentiation Homo sapiens h etsPathway,1/18,0.0275468149406695,0.0486873938486251,0,0,39.121568627451,140.519524554554,HDAC5
PPP1CA,4/184,0.000179632342106697,0.00199486443076384,0,0,16.2872427983539,140.470927198005,MAX;CDH1;VDR;PRKCD
Cowpox virus CPXV206 protein (gene: CPXV206 CDS),5/271,5.60491185748245e-05,0.00420203538962434,0,0,14.2445054945055,139.443483148791,PRKCB;CTR9;PRKCD;EP300;JAK2
Human alphaherpesvirus 2 serine/threonine protein kinase US3 (gene: US3),9/767,1.61462716986348e-06,0.000431922664296061,0,0,10.3681338450468,138.273647422658,PRKAB2;PRKCB;CTR9;UIMC1;PRKCD;EP300;TLK1;STK4;JAK2
ATR,2/58,0.00364117546602931,0.0169921521748034,0,0,24.5233990147783,137.70988958886,KMT2A;UIMC1
Proteins with Altered Expression in Cancer-Associated Evading of Growth Suppressors,2/58,0.00364117546602931,0.0291932839995683,0,0,24.5233990147783,137.70988958886,CDH1;STK4
Formation of the beta-catenin:TCF transactivating complex Homo sapiens R-HSA-201722,2/58,0.00364117546602931,0.0338109150417007,0,0,24.5233990147783,137.70988958886,TLE4;EP300
Epigenetic regulation of gene expression Homo sapiens R-HSA-212165,3/115,0.000740210641646126,0.0207120619996835,0,0,18.9958545918367,136.933056977761,TET2;EP300;JARID2
Chemokine signaling pathway,4/189,0.000199065223210361,0.00465812622312244,0,0,15.843043043043,135.012480470341,PRKCB;PRKCD;ARRB1;JAK2
Notch signaling pathway,2/59,0.00376531025589527,0.0259806407656774,0,0,24.0919540229885,134.479480841414,TLE4;EP300
Steroids Induced Cataract,2/59,0.00376531025589527,0.0296395094385006,0,0,24.0919540229885,134.479480841414,CDH1;EP300
TP53,7/502,9.38295662338435e-06,0.000566302304201651,0,0,11.4745791245791,132.836792150985,VDR;PRKCB;PRKCD;EP300;NAP1L1;PADI4;STK4
Chemokine signaling pathway,4/192,0.0002114289936616,0.0121549010465611,0,0,15.5878644602049,131.898606611617,PRKCB;PRKCD;ARRB1;JAK2
Proliferative Diabetic Retinopathy,2/60,0.00389140167682721,0.0296395094385006,0,0,23.6753864447087,131.374384564875,PRKCB;JAK2
Mucinous Ovarian Carcinoma,2/60,0.00389140167682721,0.0296395094385006,0,0,23.6753864447087,131.374384564875,EP300;JAK2
PTPN6,1/19,0.0290554700086194,0.0348665640103433,0,0,36.9462962962963,130.736261970552,JAK2
Nitric Oxide Signaling Pathway Homo sapiens h nos1Pathway,1/19,0.0290554700086194,0.0494191780460384,0,0,36.9462962962963,130.736261970552,PRKCB
Growth hormone synthesis, secretion and action,3/119,0.000817467682060877,0.0141013175155501,0,0,18.3371305418719,130.364147282977,PRKCB;EP300;JAK2
Human betaherpesvirus 5 tegument serine/threonine protein kinase (gene: UL97),7/508,1.01368106793706e-05,0.00092281180077556,0,0,11.3336660013307,130.329646358081,PRKAB2;PRKCB;CTR9;PRKCD;EP300;STK4;JAK2
SP1,4/195,0.000224337974422272,0.00223711644651566,0,0,15.340701958503,128.89805186024,ATF7IP;ZBTB16;EP300;NAP1L1
Notch Signaling Pathway Netpath WP61,2/61,0.0040194437674711,0.0218836382895649,0,0,23.2729398012858,128.387773216608,EP300;JAK2
down 5min cross-link ZAP-70 null vs reconstituted Jurkat (Human) [19605366],2/61,0.0040194437674711,0.0233127738513324,0,0,23.2729398012858,128.387773216608,PRKCD;STK4
Proteins Involved in Diffuse Large-B-Cell Lymphoma,2/61,0.0040194437674711,0.0301128819956442,0,0,23.2729398012858,128.387773216608,KMT2A;PRKCB
MDM2,4/197,0.000233253847504002,0.00223711644651566,0,0,15.1801957397812,126.957794374658,CDH1;EP300;ARRB1;NAP1L1
CSNK2A2,5/289,7.59839643270796e-05,0.00178140183033487,0,0,13.3294962080173,126.430114720012,MAX;CDH1;VDR;CTR9;STK4
Circadian rhythm,2/62,0.00414943057633222,0.0288060134704697,0,0,22.883908045977,125.513296476479,CHD9;EP300
Neutrophil Degranulation via FPR1 Signaling,2/62,0.00414943057633222,0.0305853189255455,0,0,22.883908045977,125.513296476479,PRKCD;PADI4
Cercopithecine alphaherpesvirus 2 serine/threonine protein kinase US3 (gene: US3),9/816,2.68960848377323e-06,0.000442730513101811,0,0,9.71375464684015,124.589733405143,PRKAB2;PRKCB;CTR9;UIMC1;PRKCD;EP300;TLK1;STK4;JAK2
Prostate Cancer,3/123,0.000899679605515105,0.0140096064484312,0,0,17.7223214285714,124.295002489485,VDR;EP300;JAK2
CREB1,3/124,0.000921021306297155,0.00647784985428999,0,0,17.5749704840614,122.849525028698,ATF7IP;PRKCB;EP300
Validated targets of C-MYC transcriptional repression Homo sapiens 6bbdafa6-6196-11e5-8ac5-06603eb7f303,2/63,0.00428135616781172,0.0243502132044292,0,0,22.5076314301865,122.745040697201,MAX;EP300
Circadian Clock Homo sapiens R-HSA-400253,2/63,0.00428135616781172,0.0383845725390017,0,0,22.5076314301865,122.745040697201,CHD9;EP300
Regulation of PGC-1a Homo sapiens h pgc1aPathway,1/20,0.0305618601074185,0.0494191780460384,0,0,35,122.080085720138,HDAC5
EGF Signaling Pathway Homo sapiens h egfPathway,1/20,0.0305618601074185,0.0494191780460384,0,0,35,122.080085720138,PRKCB
Downregulated of MTA-3 in ER-negative Breast Tumors Homo sapiens h mta3Pathway,1/20,0.0305618601074185,0.0494191780460384,0,0,35,122.080085720138,CDH1
PRKDC,5/296,8.50638354632015e-05,0.00179484692827355,0,0,13.0042294475284,121.877050354005,KDM3A;PRKAB2;PRKCB;ZMYND8;PRKCD
Pathways in cancer,7/531,1.35101608581076e-05,0.00186440219841886,0,0,10.8233937659033,121.352632300016,MAX;CDH1;PRKCB;ZBTB16;EP300;STK4;JAK2
Cercopithecine betaherpesvirus 5 tegument serine/threonine protein kinase (gene: UL97),7/534,1.40118853674295e-05,0.00123159640695095,0,0,10.7601201771031,120.250848910305,PRKAB2;PRKCB;UIMC1;PRKCD;EP300;STK4;JAK2
GnRH secretion,2/64,0.00441521461580014,0.0290142674752581,0,0,22.1434927697442,120.077492456558,PRKCB;ARRB1
Proteins Involved in Breast Cancer Related to ESR1 Signaling Pathway,2/64,0.00441521461580014,0.0315273918659479,0,0,22.1434927697442,120.077492456558,EP300;JAK2
Neutrophil Degranulation via FPR1/IL8,2/64,0.00441521461580014,0.0315273918659479,0,0,22.1434927697442,120.077492456558,PRKCB;PRKCD
ROCK1 human kinase ARCHS4 coexpression,5/299,8.92019595401392e-05,0.00155760344735474,0,0,12.8695709052852,120.003698037445,KAT6A;TET2;EP300;STK4;JAK2
CLK1 human kinase ARCHS4 coexpression,5/299,8.92019595401392e-05,0.00155760344735474,0,0,12.8695709052852,120.003698037445,ATF7IP;KDM3A;KAT6A;TET2;STK4
MAPK6 human kinase ARCHS4 coexpression,5/299,8.92019595401392e-05,0.00155760344735474,0,0,12.8695709052852,120.003698037445,PRKAB2;CDH1;ZMYND8;NAP1L1;JARID2
STRADB human kinase ARCHS4 coexpression,5/299,8.92019595401392e-05,0.00155760344735474,0,0,12.8695709052852,120.003698037445,GFI1B;MAX;USP12;STK4;JAK2
ATM human kinase ARCHS4 coexpression,5/299,8.92019595401392e-05,0.00155760344735474,0,0,12.8695709052852,120.003698037445,PRKCB;KAT6A;TET2;STK4;JAK2
PIK3CA human kinase ARCHS4 coexpression,5/299,8.92019595401392e-05,0.00155760344735474,0,0,12.8695709052852,120.003698037445,KDM3A;KAT6A;USP12;STK4;JAK2
PIK3CG human kinase ARCHS4 coexpression,5/299,8.92019595401392e-05,0.00155760344735474,0,0,12.8695709052852,120.003698037445,MAX;PRKCB;PRKCD;STK4;JAK2
SMG1 human kinase ARCHS4 coexpression,5/299,8.92019595401392e-05,0.00155760344735474,0,0,12.8695709052852,120.003698037445,MBD5;KMT2A;KAT6A;EP300;STK4
UBC,7/540,1.50618502113176e-05,0.000635610078917603,0,0,10.6357098186366,118.091960617306,HDAC5;CDH1;PRKCB;ZBTB16;UIMC1;ARRB1;JAK2
B-Cell Activation in Systemic Lupus Erythematosus,2/65,0.00455100000897125,0.0319970308323056,0,0,21.7909140667761,117.505505616264,PRKCB;JAK2
CSNK1E,3/128,0.00100960007926467,0.00565376044388213,0,0,17.0091428571429,117.332486056501,MAX;CDH1;STK4
RB1,4/209,0.000292207367764002,0.00268068498253063,0,0,14.2829268292683,116.235127608402,VDR;PRKCB;ZBTB16;EP300
Papiine alphaherpesvirus 2 serine/threonine protein kinase US3 (gene: US3),9/855,3.94257020382679e-06,0.000502480572477724,0,0,9.24709864603482,115.067915316193,PRKAB2;PRKCB;CTR9;UIMC1;PRKCD;EP300;TLK1;STK4;JAK2
Neutrophil Recruitment and Priming,2/66,0.00468870644814265,0.0324657401030484,0,0,21.4493534482759,115.024271597146,PRKCB;JAK2
Proteins Involved in Hepatocellular Carcinoma,3/130,0.00105584290301429,0.0141917707846333,0,0,16.7395950506187,114.723406391509,EP300;STK4;JAK2
PTPN11,1/21,0.032065988516399,0.0349810783815262,0,0,33.2483333333333,114.37291539919,JAK2
PKC-catalyzed phosphorylation of inhibitory phosphoprotein of myosin phosphatase Homo sapiens h myosinPathway,1/21,0.032065988516399,0.0497350025968638,0,0,33.2483333333333,114.37291539919,PRKCB
Hypoxia and p53 in the Cardiovascular system Homo sapiens h p53hypoxiaPathway,1/21,0.032065988516399,0.0497350025968638,0,0,33.2483333333333,114.37291539919,EP300
UBE2I,4/212,0.000308476002225406,0.00268755217365834,0,0,14.0747863247863,113.778693753101,ATF7IP;HDAC5;UIMC1;EP300
FoxO signaling pathway,3/131,0.00107945916830792,0.0148965365226493,0,0,16.6079799107143,113.454012338978,PRKAB2;EP300;STK4
Long-term potentiation,2/67,0.00482832804645885,0.0302867850186964,0,0,21.1183023872679,112.629292461489,PRKCB;EP300
G alpha 13 pathway,2/67,0.00482832804645885,0.0319637763093006,0,0,21.1183023872679,112.629292461489,PRKCB;PRKCD
Adipocytokine signaling pathway,2/67,0.00482832804645885,0.0319637763093006,0,0,21.1183023872679,112.629292461489,PRKAB2;JAK2
STAT3 and NFkB Activate Inflammation-Induced Tumorigenesis,2/67,0.00482832804645885,0.0329335211527119,0,0,21.1183023872679,112.629292461489,CDH1;JAK2
HDAC2,4/214,0.000319677106137096,0.00268755217365834,0,0,13.9393298059965,112.186501807185,CDH1;VDR;ZBTB16;PADI4
Human alphaherpesvirus 3 serine/threonine protein kinase US3 (gene: ORF66),9/868,4.4593825263791e-06,0.000531813680376629,0,0,9.10096306487459,112.128417702533,PRKAB2;PRKCB;CTR9;UIMC1;PRKCD;EP300;TLK1;STK4;JAK2
MAPK signaling pathway,5/314,0.000112275114735017,0.00355757510937037,0,0,12.235499128703,111.276460364575,MAX;PRKCB;PRKCD;ARRB1;STK4
BRCA1,4/216,0.000331167566422354,0.00268755217365834,0,0,13.80642907058,110.629343144575,GFI1B;UIMC1;EP300;JAK2
Signaling events mediated by VEGFR1 and VEGFR2 Homo sapiens d6f6ae1f-6195-11e5-8ac5-06603eb7f303,2/68,0.00496985892934845,0.0266033625041593,0,0,20.7972831765935,110.316356513446,PRKCB;PRKCD
NFKBIA,3/134,0.00115230934579947,0.00784313780528029,0,0,16.2251908396947,109.779433918863,HDAC5;ARRB1;JAK2
Adipocytokine signaling pathway,2/69,0.00511329323709684,0.0306633696833838,0,0,20.4858466289243,108.081516136767,PRKAB2;JAK2
B-Cells Function in Systemic Scleroderma,2/69,0.00511329323709684,0.034364338372842,0,0,20.4858466289243,108.081516136767,PRKCB;JAK2
Human herpesvirus 3 strain Dumas serine-threonine protein kinase,9/887,5.31949988704183e-06,0.000564146192188845,0,0,8.89516463035825,108.024046896855,PRKAB2;PRKCB;CTR9;UIMC1;PRKCD;EP300;TLK1;STK4;JAK2
Apelin signaling pathway,3/137,0.00122819957540518,0.0154083219459923,0,0,15.8595415778252,106.293913796711,HDAC5;PRKAB2;CDH1
Human alphaherpesvirus 3 tegument serine/threonine protein kinase (gene: ORF47),7/576,2.2828203237525e-05,0.0018184090641391,0,0,9.94434680726421,106.280343757856,PRKAB2;PRKCB;CTR9;PRKCD;EP300;STK4;JAK2
G alpha q pathway,2/70,0.0052586251195703,0.0319637763093006,0,0,20.183569979716,105.921067676316,PRKCB;PRKCD
Signaling events mediated by VEGFR1 and VEGFR2,2/70,0.0052586251195703,0.0319637763093006,0,0,20.183569979716,105.921067676316,PRKCB;PRKCD
Long-term potentiation,2/70,0.0052586251195703,0.0319637763093006,0,0,20.183569979716,105.921067676316,PRKCB;EP300
Low-Grade Serous Ovarian Carcinoma,2/70,0.0052586251195703,0.0348288649223714,0,0,20.183569979716,105.921067676316,EP300;JAK2
SMAD3,5/328,0.000137717102499835,0.00197660232482801,0,0,11.6968325791855,103.988455468097,HDAC5;MAX;VDR;ZBTB16;EP300
Adherens junction,2/71,0.00540584874021848,0.0306633696833838,0,0,19.8900549725137,103.831533082331,CDH1;EP300
Interleukin-6 signaling pathway,2/71,0.00540584874021848,0.0319637763093006,0,0,19.8900549725137,103.831533082331,PRKCD;JAK2
Mitochondrial pathway of apoptosis: multidomain Bcl-2 family,2/71,0.00540584874021848,0.0319637763093006,0,0,19.8900549725137,103.831533082331,PRKCB;PRKCD
Humoral Immunity in Vitiligo,2/71,0.00540584874021848,0.0352585546127878,0,0,19.8900549725137,103.831533082331,PRKCB;JAK2
EGF/EGFR signaling pathway,3/141,0.0013341986642579,0.0167980130465744,0,0,15.3967391304348,101.917550970589,PRKCB;PRKCD;JAK2
Non-small cell lung cancer WP4255,2/72,0.00555495827597532,0.0281578919506335,0,0,19.6049261083744,101.809643190955,PRKCB;STK4
Non-small cell lung cancer,2/72,0.00555495827597532,0.0306633696833838,0,0,19.6049261083744,101.809643190955,PRKCB;STK4
Leishmaniasis,2/72,0.00555495827597532,0.0319637763093006,0,0,19.6049261083744,101.809643190955,PRKCB;JAK2
Myocyte adrenergic pathway,2/72,0.00555495827597532,0.0319637763093006,0,0,19.6049261083744,101.809643190955,ZMYND8;ARRB1
Proteins Involved in Breast Cancer Related to ERBB2/VEGFR/Akt Signaling Pathway,2/72,0.00555495827597532,0.0352585546127878,0,0,19.6049261083744,101.809643190955,CDH1;JAK2
Glioma Stem Cell Program Activation,2/72,0.00555495827597532,0.0352585546127878,0,0,19.6049261083744,101.809643190955,EP300;JAK2
CREBBP,5/334,0.000149884536479849,0.00197660232482801,0,0,11.4800093523498,101.088890593598,CDH1;VDR;PRKCD;EP300;NAP1L1
Myc repressed pathway,2/73,0.00570594791514692,0.0321319212884267,0,0,19.3278290432249,99.8523224658666,MAX;EP300
Signaling pathways regulating pluripotency of stem cells,3/143,0.00138929209219652,0.01597685906026,0,0,15.1752551020408,99.8374106886124,KAT6A;JARID2;JAK2
Human gammaherpesvirus 8 ORF72,5/337,0.000156269291086575,0.0110647339716578,0,0,11.3745366079703,99.6856404991918,PRKCB;PRKCD;EP300;TLK1;JAK2
NPM1,3/144,0.00141736832692607,0.00906256718125457,0,0,15.0668693009119,98.8228938957741,EP300;ARRB1;PADI4
Adherens junction cell adhesion,2/74,0.00585881185885843,0.0321319212884267,0,0,19.0584291187739,97.9566750362467,CDH1;EP300
Wnt/calcium/cyclic GMP pathway,2/74,0.00585881185885843,0.0321319212884267,0,0,19.0584291187739,97.9566750362467,PRKCB;PRKCD
TAM Receptor Signaling Activation in Cancer,2/74,0.00585881185885843,0.0361821218851122,0,0,19.0584291187739,97.9566750362467,CDH1;PRKCB
Endothelin signaling pathway Homo sapiens P00019,2/75,0.00601354432043434,0.017038375574564,0,0,18.796410014171,96.1199719235846,PRKCB;PRKCD
down HS 30min LPS vs ctrl RAW264.7 macrophage (Mouse) [20222745],2/75,0.00601354432043434,0.0270779220384525,0,0,18.796410014171,96.1199719235846,PRKCD;TLK1
HDAC1,5/346,0.000176681521477876,0.00199486443076384,0,0,11.0692533273178,95.6512085613811,TLE4;CDH1;ZBTB16;EP300;PADI4
Chemical carcinogenesis,4/239,0.000485529353555876,0.0121549010465611,0,0,12.4406619385343,94.9256196665228,VDR;PRKCB;ARRB1;JAK2
Endometrioid Ovarian Carcinoma,2/76,0.0061701395269362,0.0375967168507979,0,0,18.5414725069897,94.3396393282362,EP300;JAK2
Calcium regulation in the cardiac cell,3/149,0.00156311271402934,0.0184704254487872,0,0,14.5472113502935,93.990639813285,PRKCB;PRKCD;ARRB1
Calcium Regulation in the Cardiac Cell WP536,3/150,0.00159334598545051,0.012163589844014,0,0,14.4475218658892,93.0697667740885,PRKCB;PRKCD;ARRB1
Bacterial invasion of epithelial cells,2/77,0.00632859171525041,0.0323461354335021,0,0,18.2933333333333,92.6132478975765,CDH1;ACTR3B
Leishmaniasis,2/77,0.00632859171525041,0.0323461354335021,0,0,18.2933333333333,92.6132478975765,PRKCB;JAK2
Transcriptional regulation of white adipocyte differentiation,2/77,0.00632859171525041,0.0341743952623522,0,0,18.2933333333333,92.6132478975765,CHD9;EP300
Regulation of TP53 Activity Homo sapiens R-HSA-5633007,3/151,0.00162394459460906,0.0281483729732237,0,0,14.3491795366795,92.1633044147547,PRKAB2;KAT6A;EP300
AKT1,5/355,0.000199077120154096,0.00210026361762571,0,0,10.7796703296703,91.8623915583513,PRKCB;PRKCD;EP300;ARRB1;STK4
Hepatitis B infection WP4666,3/152,0.00165491018285905,0.012163589844014,0,0,14.2521572387344,91.2709366959546,PRKCB;EP300;JAK2
Regulatory circuits of the STAT3 signaling pathway WP4538,2/78,0.00648889513694258,0.0317955861710186,0,0,18.051724137931,90.938502840842,PRKCB;JAK2
ACTG1,4/246,0.000541248177745629,0.00407869162515456,0,0,12.0765228037955,90.835168164006,ATF7IP;CDH1;PRKCB;PRKCD
MAPK Signaling Pathway WP382,4/246,0.000541248177745629,0.00530423214190717,0,0,12.0765228037955,90.835168164006,MAX;PRKCD;ARRB1;STK4
HCC827 Nuclear N4 30609389,9/981,1.20089408969443e-05,0.000267826633409561,0,0,7.99537037037037,90.5864198354513,ATF7IP;KDM3A;MBD5;CHD9;MAX;CTR9;TET2;EP300;TLK1
VEGFR2 mediated cell proliferation Homo sapiens R-HSA-5218921,4/248,0.000557970894353489,0.0195450299522754,0,0,11.976320582878,89.7170577526801,PRKCB;PRKCD;ARRB1;JAK2
Validated targets of C-MYC transcriptional activation Homo sapiens 61d3b115-6196-11e5-8ac5-06603eb7f303,2/79,0.00665104405618372,0.0336247227284843,0,0,17.8163905060457,89.3132348581285,MAX;EP300
Fc epsilon receptor I signaling pathway,2/79,0.00665104405618372,0.0353714615715225,0,0,17.8163905060457,89.3132348581285,PRKCB;PRKCD
Proplatelet Maturation,2/79,0.00665104405618372,0.0399937780746837,0,0,17.8163905060457,89.3132348581285,ZBTB16;JAK2
Myometrial relaxation and contraction pathways,3/155,0.00175002509655338,0.0191955877778199,0,0,13.96875,88.6753731927209,PRKCB;PRKCD;ARRB1
Myometrial relaxation and contraction pathways WP289,3/156,0.00178247482907126,0.0122684118008833,0,0,13.8767507002801,87.836397810449,PRKCB;PRKCD;ARRB1
Platelet activation, signaling and aggregation Homo sapiens R-HSA-76002,4/253,0.00060138553699309,0.0195450299522754,0,0,11.7328573553473,87.0140888994092,PRKCB;PRKCD;ARRB1;JAK2
CHUK,3/157,0.00181529960796832,0.0103521139805761,0,0,13.7859461966605,87.0100649259055,PRKCB;EP300;ARRB1
Atopic Dermatitis,2/81,0.00698085549841967,0.04084720025862,0,0,17.3635966826713,86.2030308955848,CDH1;JAK2
Clear Cell Ovarian Carcinoma,2/81,0.00698085549841967,0.04084720025862,0,0,17.3635966826713,86.2030308955848,EP300;JAK2
Proteins Involved in Arterial Hypertension,4/255,0.000619406497213226,0.0117945320511018,0,0,11.6381879887856,85.968371171426,VDR;PRKCB;PRKCD;JAK2
High-Grade Serous Ovarian Carcinoma,2/82,0.0071485066094894,0.04084720025862,0,0,17.1456896551724,84.7143117646977,EP300;JAK2
Monkeypox virus ser/thr kinase,6/512,0.000116724692313587,0.00850089259163809,0,0,9.23146245059289,83.5972848449549,PRKCB;UIMC1;PRKCD;EP300;STK4;JAK2
MCF7 Nuclear N4 30609389,9/1028,1.74669543527974e-05,0.000267826633409561,0,0,7.60772593451691,83.3441575211012,TLE4;ATF7IP;KDM3A;CHD9;MAX;CTR9;TET2;EP300;TLK1
SRC,6/513,0.000117978212244983,0.00196231539257922,0,0,9.21278106508876,83.3297023204679,CDH1;VDR;PRKCD;EP300;ARRB1;JAK2
down HS 3min LPS vs ctrl RAW264.7 macrophage (Mouse) [20222745],2/83,0.00731798039316285,0.028296190853563,0,0,16.9331630481056,83.2674897344772,PRKCD;TLK1
T cell signal transduction,2/83,0.00731798039316285,0.037151639663721,0,0,16.9331630481056,83.2674897344772,PRKCB;PRKCD
EGF/EGFR signaling pathway WP437,3/162,0.0019851043893973,0.0123605157110335,0,0,13.3490566037736,83.0589485340456,PRKCB;PRKCD;JAK2
Hepatitis B,3/162,0.0019851043893973,0.0209746041059392,0,0,13.3490566037736,83.0589485340456,PRKCB;EP300;JAK2
MicroRNAs in cardiomyocyte hypertrophy WP1544,2/84,0.00748927117255695,0.0344038394489335,0,0,16.7258200168209,81.8609098316623,HDAC5;PRKCB
EGFR Tyrosine Kinase Inhibitor Resistance WP4806,2/84,0.00748927117255695,0.0344038394489335,0,0,16.7258200168209,81.8609098316623,PRKCB;JAK2
HDAC3,3/164,0.00205570643382978,0.0107640256066471,0,0,13.1818988464951,81.5581972987139,HDAC5;ZBTB16;EP300
ACTA1,3/165,0.00209158791408782,0.0107640256066471,0,0,13.0998677248677,80.8239795997835,PRKCB;PRKCD;ARRB1
POLR2A,3/165,0.00209158791408782,0.0107640256066471,0,0,13.0998677248677,80.8239795997835,ATF7IP;VDR;EP300
MicroRNAs in cardiomyocyte hypertrophy,2/85,0.00766237328706669,0.037151639663721,0,0,16.5234732031575,80.4930011397507,HDAC5;PRKCB
Myc active pathway,2/85,0.00766237328706669,0.037151639663721,0,0,16.5234732031575,80.4930011397507,MAX;EP300
Wnt signaling pathway,3/166,0.00212785838755905,0.0209746041059392,0,0,13.0188431200701,80.1002452601845,TLE4;PRKCB;EP300
Proteins Involved in Dilated Cardiomyopathy,3/167,0.00216451935869644,0.0224814851573698,0,0,12.9388066202091,79.3867848496311,CDH1;PRKCD;STK4
MAPK14,5/396,0.000329805596873869,0.00369382268498734,0,0,9.62915601023018,77.19701284703,MAX;PRKCB;ZMYND8;CTR9;ARRB1
PPP2CA,2/88,0.00819249118532811,0.0163849823706562,0,0,15.9446672012831,76.6067475606087,PRKCB;STK4
H2AFX,3/172,0.00235373372110293,0.0117412607582218,0,0,12.552831783601,75.9666298000289,UIMC1;ARRB1;STK4
Influenza A,3/172,0.00235373372110293,0.021654350234147,0,0,12.552831783601,75.9666298000289,PRKCB;EP300;JAK2
PRKCD,3/173,0.00239276878011155,0.0117412607582218,0,0,12.4783613445378,75.3107053610453,HDAC5;PRKCD;EP300
Fatty acid, triacylglycerol, and ketone body metabolism,3/173,0.00239276878011155,0.0225788695506034,0,0,12.4783613445378,75.3107053610453,PRKAB2;CHD9;EP300
Epithelial to Mesenchymal Transition in Cancer: Overview,2/90,0.00855485651156011,0.0445699700854685,0,0,15.5807210031348,74.1838036079248,CDH1;JAK2
ERBB2,3/175,0.00247204267985733,0.0118545683056795,0,0,12.3320182724252,74.0255352521753,CDH1;PRKCB;JAK2
Proteins Involved in Diabetic Nephropathy,3/175,0.00247204267985733,0.0248779468600535,0,0,12.3320182724252,74.0255352521753,VDR;PRKCB;JAK2
MAPK14,6/552,0.000175908135069988,0.00199486443076384,0,0,8.53758241758242,73.8120842216381,KDM3A;MAX;PRKCB;ZMYND8;CTR9;ARRB1
U251 Nuclear N4 30609389,8/903,5.22404457280443e-05,0.000600765125872509,0,0,7.41277629341754,73.0874060279539,TLE4;ATF7IP;KDM3A;MAX;CTR9;TET2;EP300;TLK1
Neural crest differentiation,2/91,0.00873870838462529,0.041449819500047,0,0,15.4048818287485,73.0190302211722,HDAC5;CDH1
Morphine addiction,2/91,0.00873870838462529,0.0430693484670818,0,0,15.4048818287485,73.0190302211722,PRKCB;ARRB1
Diffuse Large-B-Cell Lymphoma,2/91,0.00873870838462529,0.0445699700854685,0,0,15.4048818287485,73.0190302211722,EP300;JAK2
Endometrioid Endometrial Cancer,2/92,0.00892433229044241,0.0445699700854685,0,0,15.2329501915709,71.8838923558232,EP300;JAK2
Tuberculosis,3/180,0.00267731581822429,0.0230918489321845,0,0,11.9806295399516,70.9605564774126,VDR;EP300;JAK2
G Protein Signaling Pathways WP35,2/93,0.00911172266217599,0.0405885827678749,0,0,15.0647972716938,70.7773324677565,PRKCB;PRKCD
GnRH signaling pathway,2/93,0.00911172266217599,0.0433592319786306,0,0,15.0647972716938,70.7773324677565,PRKCB;PRKCD
Proteins Involved in Spontaneous Abortion,2/93,0.00911172266217599,0.0445699700854685,0,0,15.0647972716938,70.7773324677565,CDH1;EP300
ESR1/ERBB Positive Luminal Breast Cancer,2/93,0.00911172266217599,0.0445699700854685,0,0,15.0647972716938,70.7773324677565,EP300;JAK2
ABL1,2/94,0.00930087394698537,0.0277329085781401,0,0,14.900299850075,69.6983415583919,PRKCD;JAK2
Fc gamma receptor-mediated phagocytosis,2/94,0.00930087394698537,0.0423974903297645,0,0,14.900299850075,69.6983415583919,PRKCB;PRKCD
SIN3A,3/183,0.00280539621253866,0.0129870704432538,0,0,11.7791666666667,69.2168628213039,HDAC5;VDR;ZBTB16
MAPK signaling pathway,4/294,0.00105267736651695,0.0148965365226493,0,0,10.05312899106,68.9284594700132,MAX;PRKCB;ARRB1;STK4
NFKB2,3/184,0.00284891734033428,0.0129870704432538,0,0,11.7134964483031,68.6506501816324,HDAC5;PRKCB;EP300
G-protein signaling pathways,2/95,0.00949178060104343,0.0427130127046954,0,0,14.7393400074156,68.6459564646304,PRKCB;PRKCD
